prod,origen,imported,categoria_producto,time,post,timeToTreat,precio_std,price_variation_c,dolar_variation,stock,max_consecutivos_sin_stock,log_precio,stock_dummy
imp_94,Italia,1.0,Risotto,2024-09-04,1.0,2.0,6666.6665,0.0,0.36082473,InStock,0.0,8.805025227622892,1
imp_99,Italia,1.0,Pastas largas,2024-09-04,1.0,2.0,7850.0,0.0,0.36082473,InStock,0.0,8.968396191198256,1
imp_85,Italia,1.0,Arroz,2024-09-04,1.0,2.0,25200.0,0.0,0.36082473,InStock,0.0,10.134638955251866,1
imp_167,Estados Unidos,1.0,Aderezos,2024-09-04,1.0,2.0,11250.0,0.0,0.36082473,InStock,0.0,9.328212292571072,1
arg_185,Argentina,0.0,Galletitas,2024-09-04,1.0,2.0,763.88885,0.0,0.36082473,InStock,0.0,6.639730529152676,1
imp_170,Brasil,1.0,Condimento liquido,2024-09-04,1.0,2.0,11333.333,0.0,0.36082473,InStock,0.0,9.335591716922632,1
imp_61,Italia,1.0,Capsulas de cafe,2024-09-04,1.0,2.0,950.0,0.0,0.36082473,OutOfStock,4.0,6.85751406254539,0
arg_91,Argentina,0.0,Capsulas de cafe,2024-09-04,1.0,2.0,1025.375,0.0,0.36082473,InStock,0.0,6.933788456028953,1
arg_18,Argentina,0.0,Mermelada,2024-09-04,1.0,2.0,11714.286,0.0,0.36082473,InStock,0.0,9.36864976378944,1
arg_17,Argentina,0.0,Mermelada,2024-09-04,1.0,2.0,2312.7754,0.0,0.36082473,InStock,5.0,7.746635841677262,1
arg_73,Argentina,0.0,Salsa de tomate,2024-09-04,1.0,2.0,721.1538,0.0,0.36082473,InStock,1.0,6.582238135597999,1
arg_149,Argentina,0.0,Aceitunas,2024-09-04,1.0,2.0,3266.6667,0.0,0.36082473,InStock,6.0,8.091831461794575,1
arg_90,Argentina,0.0,Cafe molido,2024-09-04,1.0,2.0,94000.0,0.0,0.36082473,InStock,0.0,11.451060699493427,1
imp_108,Italia,1.0,Pastas cortas,2024-09-04,1.0,2.0,9700.0,0.0,0.36082473,InStock,11.0,9.179984251961283,1
arg_120,Argentina,0.0,Snack,2024-09-04,1.0,2.0,3857.143,0.0,0.36082473,InStock,0.0,8.257941258615974,1
imp_91,Italia,1.0,Risotto,2024-09-04,1.0,2.0,2325.0,0.0,0.36082473,InStock,0.0,7.75190533307861,1
arg_82,Argentina,0.0,Pastas largas,2024-09-04,1.0,2.0,1650.0,0.0,0.36082473,InStock,0.0,7.409136443920128,1
imp_46,Italia,1.0,Cafe molido,2024-09-04,1.0,2.0,70000.0,0.0,0.36082473,InStock,0.0,11.156264806643742,1
imp_135,Polonia,1.0,Te,2024-09-04,1.0,2.0,525.0,0.0,0.36082473,InStock,31.0,6.26530121273771,1
arg_53,Argentina,0.0,Chocolate,2024-09-04,1.0,2.0,2450.0,0.0,0.36082473,InStock,0.0,7.804251383528112,1
arg_71,Argentina,0.0,Salsa de tomate,2024-09-04,1.0,2.0,989.01105,0.0,0.36082473,InStock,27.0,6.897716104682507,1
arg_47,Argentina,0.0,Cerveza,2024-09-04,1.0,2.0,19008.44,0.0,0.36082473,InStock,0.0,9.852690976868669,1
arg_181,Argentina,0.0,Galletitas,2024-09-04,1.0,2.0,620.0,0.0,0.36082473,InStock,0.0,6.431331081933479,1
arg_172,Argentina,0.0,Te,2024-09-04,1.0,2.0,90.0,0.0,0.36082473,InStock,0.0,4.51085950651685,1
imp_240,Brasil,1.0,Snack,2024-09-04,1.0,2.0,4663.4614,0.0,0.36082473,InStock,0.0,8.447727651096114,1
arg_183,Argentina,0.0,Galletitas,2024-09-04,1.0,2.0,1288.8889,0.0,0.36082473,InStock,0.0,7.162311369615822,1
arg_70,Argentina,0.0,Salsa de tomate,2024-09-04,1.0,2.0,721.1538,0.0,0.36082473,InStock,0.0,6.582238135597999,1
imp_90,Italia,1.0,Arroz,2024-09-04,1.0,2.0,10600.0,0.0,0.36082473,InStock,0.0,9.268703615273097,1
arg_134,Argentina,0.0,Arroz,2024-09-04,1.0,2.0,6000.0,0.0,0.36082473,InStock,0.0,8.699681400989514,1
imp_78,España,1.0,Condimento,2024-09-04,1.0,2.0,40000.0,0.0,0.36082473,InStock,0.0,10.596659732783579,1
arg_116,Argentina,0.0,Snack,2024-09-04,1.0,2.0,2968.5,0.0,0.36082473,InStock,0.0,7.996148867455915,1
arg_27,Argentina,0.0,Condimento,2024-09-04,1.0,2.0,3478.2607,0.0,0.36082473,InStock,0.0,8.154575107670674,1
arg_15,Argentina,0.0,Yerba,2024-09-04,1.0,2.0,4759.0,0.0,0.36082473,InStock,0.0,8.468002947225466,1
arg_168,Argentina,0.0,Te,2024-09-04,1.0,2.0,54.0,12.5,0.36082473,InStock,9.0,4.007333185232471,1
arg_83,Argentina,0.0,Aceite,2024-09-04,1.0,2.0,23600.0,0.0,0.36082473,InStock,0.0,10.069044362997353,1
imp_211,Dinamarca,1.0,Queso,2024-09-04,1.0,2.0,73326.664,0.0,0.36082473,InStock,0.0,11.202693224586978,1
imp_141,Alemania,1.0,Mermelada,2024-09-04,1.0,2.0,7651.515,0.0,0.36082473,OutOfStock,18.0,8.942789630961391,0
arg_85,Argentina,0.0,Aceite,2024-09-04,1.0,2.0,22800.0,0.0,0.36082473,InStock,22.0,10.034559673629849,1
arg_117,Argentina,0.0,Snack,2024-09-04,1.0,2.0,2209.394,0.0,0.36082473,InStock,2.0,7.700926059164697,1
imp_69,Italia,1.0,Condimento,2024-09-04,1.0,2.0,27111.113,0.0,0.36082473,InStock,0.0,10.207735881174337,1
arg_167,Argentina,0.0,Te,2024-09-04,1.0,2.0,37.0,0.0,0.36082473,InStock,0.0,3.6375861597263857,1
arg_146,Argentina,0.0,Aceitunas,2024-09-04,1.0,2.0,1533.3334,0.0,0.36082473,InStock,0.0,7.335851298599055,1
imp_143,España,1.0,Mermelada,2024-09-04,1.0,2.0,10642.857,0.0,0.36082473,OutOfStock,40.0,9.272738197208385,0
arg_122,Argentina,0.0,Snack,2024-09-04,1.0,2.0,1000.0,0.0,0.36082473,InStock,0.0,6.90875477931522,1
imp_231,España,1.0,Aceitunas,2024-09-04,1.0,2.0,8875.0,0.0,0.36082473,InStock,0.0,9.091106284052485,1
arg_4,Argentina,0.0,Cafe molido,2024-09-04,1.0,2.0,36700.0,0.0,0.36082473,InStock,0.0,10.510559281627845,1
arg_165,Argentina,0.0,Te,2024-09-04,1.0,2.0,25.24,0.0,0.36082473,InStock,0.0,3.267284964075888,1
imp_65,Italia,1.0,Capsulas de cafe,2024-09-04,1.0,2.0,1020.0,0.0,0.36082473,InStock,0.0,6.928537818164665,1
arg_58,Argentina,0.0,Salsa de tomate,2024-09-04,1.0,2.0,1437.5,0.0,0.36082473,InStock,0.0,7.271356182991602,1
arg_48,Argentina,0.0,Cerveza,2024-09-04,1.0,2.0,3016.9014,0.0,0.36082473,InStock,0.0,8.012316968151287,1
arg_2,Argentina,0.0,Galletitas,2024-09-04,1.0,2.0,2386.3635,0.0,0.36082473,InStock,0.0,7.7779448979455905,1
imp_5,Holanda,1.0,Chocolate,2024-09-04,1.0,2.0,4764.706,0.0,0.36082473,InStock,0.0,8.469200968806746,1
arg_51,Argentina,0.0,Chocolate,2024-09-04,1.0,2.0,3600.0,0.0,0.36082473,InStock,0.0,8.188966863648876,1
arg_112,Argentina,0.0,Chocolate,2024-09-04,1.0,2.0,2000.0001,0.0,0.36082473,InStock,0.0,7.601402384558745,1
imp_16,Suiza,1.0,Chocolate,2024-09-04,1.0,2.0,9800.0,0.0,0.36082473,InStock,12.0,9.19023970026918,1
arg_113,Argentina,0.0,Bombones,2024-09-04,1.0,2.0,6524.1226,0.0,0.36082473,InStock,0.0,8.783415021286409,1
arg_137,Argentina,0.0,Arroz,2024-09-04,1.0,2.0,3200.0,0.0,0.36082473,InStock,33.0,8.071218539969863,1
arg_121,Argentina,0.0,Snack,2024-09-04,1.0,2.0,1157.143,0.0,0.36082473,InStock,22.0,7.054573139282577,1
imp_165,Estados Unidos,1.0,Aderezos,2024-09-04,1.0,2.0,7935.685,0.0,0.36082473,InStock,0.0,8.979250960763931,1
arg_186,Argentina,0.0,Galletitas,2024-09-04,1.0,2.0,940.0,0.0,0.36082473,InStock,0.0,6.846943139585379,1
imp_35,Argentina,0.0,Galletitas,2024-09-04,1.0,2.0,1826.0,0.0,0.36082473,OutOfStock,1.0,7.510430556378006,0
imp_24,España,1.0,Chocolate,2024-09-04,1.0,2.0,7750.0,0.0,0.36082473,InStock,0.0,8.955577146281511,1
imp_87,Italia,1.0,Arroz,2024-09-04,1.0,2.0,16350.0,0.0,0.36082473,InStock,0.0,9.702044336534586,1
imp_10,Suiza,1.0,Chocolate,2024-09-04,1.0,2.0,10200.0,0.0,0.36082473,InStock,0.0,9.23024103368252,1
imp_171,Estados Unidos,1.0,Aderezos,2024-09-04,1.0,2.0,7500.0,0.0,0.36082473,InStock,0.0,8.922791623969637,1
imp_142,España,1.0,Mermelada,2024-09-04,1.0,2.0,10071.429,0.0,0.36082473,InStock,32.0,9.21755716814515,1
imp_194,Italia,1.0,Aderezos,2024-09-04,1.0,2.0,11611.111,0.0,0.36082473,InStock,0.0,9.35980388417565,1
arg_39,Argentina,0.0,Pastas largas,2024-09-04,1.0,2.0,2100.0,0.0,0.36082473,InStock,0.0,7.650168700845001,1
arg_103,Argentina,0.0,Aderezos,2024-09-04,1.0,2.0,3655.914,0.0,0.36082473,InStock,0.0,8.204374901329247,1
arg_20,Argentina,0.0,Mermelada,2024-09-04,1.0,2.0,5512.821,0.0,0.36082473,InStock,0.0,8.615013128234905,1
imp_79,Argentina,0.0,Condimento liquido,2024-09-04,1.0,2.0,15535.714,0.0,0.36082473,InStock,0.0,9.65096114725057,1
arg_141,Argentina,0.0,Risotto,2024-09-04,1.0,2.0,3375.0,0.0,0.36082473,InStock,0.0,8.124446855715847,1
imp_242,Ecuador,1.0,Pescado enlatado,2024-09-04,1.0,2.0,2083.3333,0.0,0.36082473,InStock,0.0,7.642204322906864,1
imp_233,Brasil,1.0,Capsulas de cafe,2024-09-04,1.0,2.0,1025.375,0.0,0.36082473,InStock,0.0,6.933788456028953,1
imp_237,Brasil,1.0,Capsulas de cafe,2024-09-04,1.0,2.0,1044.6875,0.0,0.36082473,InStock,0.0,6.952429842817883,1
imp_236,Brasil,1.0,Capsulas de cafe,2024-09-04,1.0,2.0,1025.375,0.0,0.36082473,InStock,0.0,6.933788456028953,1
arg_11,Argentina,0.0,Te,2024-09-04,1.0,2.0,85.0,0.0,0.36082473,InStock,0.0,4.454347296253507,1
arg_26,Argentina,0.0,Condimento,2024-09-04,1.0,2.0,2700.0,0.0,0.36082473,InStock,0.0,7.901377353792616,1
imp_21,Suiza,1.0,Chocolate,2024-09-04,1.0,2.0,10971.429,0.0,0.36082473,OutOfStock,7.0,9.303140950819193,0
arg_56,Argentina,0.0,Chocolate,2024-09-04,1.0,2.0,2300.0,0.0,0.36082473,InStock,0.0,7.741099090035366,1
imp_20,Italia,1.0,Chocolate,2024-09-04,1.0,2.0,12875.0,0.0,0.36082473,InStock,0.0,9.463120392418698,1
imp_9,Suiza,1.0,Chocolate,2024-09-04,1.0,2.0,10200.0,0.0,0.36082473,InStock,0.0,9.23024103368252,1
imp_95,Italia,1.0,Pastas largas,2024-09-04,1.0,2.0,6700.0,0.0,0.36082473,InStock,0.0,8.81001204797317,1
arg_5,Argentina,0.0,Cafe molido,2024-09-04,1.0,2.0,14270.0,0.0,0.36082473,InStock,0.0,9.56598478510039,1
arg_64,Argentina,0.0,Salsa preparada,2024-09-04,1.0,2.0,1470.5883,0.0,0.36082473,InStock,29.0,7.294097572668978,1
arg_180,Argentina,0.0,Galletitas,2024-09-04,1.0,2.0,1227.1187,0.0,0.36082473,InStock,0.0,7.1132387652734765,1
arg_97,Argentina,0.0,Aderezos,2024-09-04,1.0,2.0,1854.7369,0.0,0.36082473,InStock,0.0,7.526037146832231,1
arg_111,Argentina,0.0,Chocolate,2024-09-04,1.0,2.0,3266.6667,0.0,0.36082473,InStock,2.0,8.091831461794575,1
arg_54,Argentina,0.0,Chocolate,2024-09-04,1.0,2.0,2500.0,0.0,0.36082473,OutOfStock,3.0,7.824445930877619,0
arg_152,Argentina,0.0,Aceitunas,2024-09-04,1.0,2.0,3185.6,0.0,0.36082473,InStock,0.0,8.066709796656408,1
imp_88,Italia,1.0,Arroz,2024-09-04,1.0,2.0,16600.0,0.0,0.36082473,InStock,24.0,9.717218213494077,1
arg_50,Argentina,0.0,Cerveza,2024-09-04,1.0,2.0,4016.913,0.0,0.36082473,InStock,0.0,8.298517892576996,1
arg_88,Argentina,0.0,Cafe molido,2024-09-04,1.0,2.0,16350.0,0.0,0.36082473,InStock,0.0,9.702044336534586,1
imp_155,Mexico,1.0,Aderezos,2024-09-04,1.0,2.0,5478.5894,0.0,0.36082473,InStock,0.0,8.608785450127593,1
arg_65,Argentina,0.0,Salsa preparada,2024-09-04,1.0,2.0,1691.1764,0.0,0.36082473,InStock,0.0,7.43377079005111,1
imp_29,Suiza,1.0,Bombones,2024-09-04,1.0,2.0,32187.5,0.0,0.36082473,InStock,0.0,10.379364524884657,1
arg_55,Argentina,0.0,Chocolate,2024-09-04,1.0,2.0,7400.0,0.0,0.36082473,InStock,0.0,8.909370405197466,1
imp_116,Italia,1.0,Pastas cortas,2024-09-04,1.0,2.0,8700.0,0.0,0.36082473,InStock,6.0,9.071193240566025,1
arg_7,Argentina,0.0,Cafe molido,2024-09-04,1.0,2.0,63000.0,0.0,0.36082473,InStock,0.0,11.050905878263567,1
arg_35,Argentina,0.0,Arroz,2024-09-04,1.0,2.0,2600.0,0.0,0.36082473,InStock,0.0,7.8636512654486515,1
imp_185,Brasil,1.0,Salsa de tomate,2024-09-04,1.0,2.0,8000.0,0.0,0.36082473,InStock,0.0,8.987321812850125,1
imp_64,Italia,1.0,Capsulas de cafe,2024-09-04,1.0,2.0,950.0,0.0,0.36082473,InStock,0.0,6.85751406254539,1
arg_89,Argentina,0.0,Capsulas de cafe,2024-09-04,1.0,2.0,685.0,0.0,0.36082473,InStock,0.0,6.530877627725885,1
imp_56,Italia,1.0,Capsulas de cafe,2024-09-04,1.0,2.0,880.0,0.0,0.36082473,OutOfStock,18.0,6.78105762593618,0
arg_1,Argentina,0.0,Galletitas,2024-09-04,1.0,2.0,1300.0,0.0,0.36082473,InStock,0.0,7.170888478512505,1
arg_30,Argentina,0.0,Enlatados,2024-09-04,1.0,2.0,1093.75,0.0,0.36082473,InStock,33.0,6.998281305681508,1
arg_84,Argentina,0.0,Aceite,2024-09-04,1.0,2.0,20100.0,0.0,0.36082473,InStock,0.0,9.908524844053396,1
arg_100,Argentina,0.0,Aderezos,2024-09-04,1.0,2.0,1900.0,18.75,0.36082473,InStock,0.0,7.550135342488429,1
imp_2,Suiza,1.0,Chocolate,2024-09-04,1.0,2.0,9616.667,0.0,0.36082473,InStock,0.0,9.171356998655575,1
imp_193,Italia,1.0,Salsa preparada,2024-09-04,1.0,2.0,19125.0,0.0,0.36082473,InStock,0.0,9.858803944909488,1
imp_234,Brasil,1.0,Capsulas de cafe,2024-09-04,1.0,2.0,1044.6875,0.0,0.36082473,InStock,0.0,6.952429842817883,1
arg_25,Argentina,0.0,Bebidas vegetales,2024-09-04,1.0,2.0,3140.0,0.0,0.36082473,InStock,0.0,8.052296499538647,1
imp_126,Francia,1.0,Cerveza,2024-09-04,1.0,2.0,13800.0,0.0,0.36082473,InStock,0.0,9.53249633228804,1
imp_39,Argentina,0.0,Cafe molido,2024-09-04,1.0,2.0,14492.0,0.0,0.36082473,InStock,0.0,9.581421053222517,1
arg_162,Argentina,0.0,Queso,2024-09-04,1.0,2.0,15360.0,0.0,0.36082473,InStock,0.0,9.639587108749145,1
imp_188,Italia,1.0,Salsa de tomate,2024-09-04,1.0,2.0,8035.7144,0.0,0.36082473,InStock,0.0,8.991775621933682,1
imp_113,Italia,1.0,Pastas cortas,2024-09-04,1.0,2.0,9050.0,0.0,0.36082473,InStock,0.0,9.11063052782717,1
arg_44,Argentina,0.0,Cerveza,2024-09-04,1.0,2.0,4296.4106,0.0,0.36082473,InStock,0.0,8.365767934248302,1
imp_15,Suiza,1.0,Chocolate,2024-09-04,1.0,2.0,9800.0,0.0,0.36082473,InStock,0.0,9.19023970026918,1
arg_78,Argentina,0.0,Pastas cortas,2024-09-04,1.0,2.0,1200.0,0.0,0.36082473,InStock,0.0,7.0909098220799835,1
arg_80,Argentina,0.0,Salsa de tomate,2024-09-04,1.0,2.0,979.3814,0.0,0.36082473,InStock,0.0,6.887941679625764,1
imp_138,Polonia,1.0,Te,2024-09-04,1.0,2.0,530.0,0.0,0.36082473,InStock,0.0,6.274762021241939,1
arg_96,Argentina,0.0,Capsulas de cafe,2024-09-04,1.0,2.0,1512.5,0.0,0.36082473,InStock,8.0,7.322180128461773,1
arg_140,Argentina,0.0,Arroz,2024-09-04,1.0,2.0,6200.0,0.0,0.36082473,InStock,0.0,8.732465848349879,1
arg_67,Argentina,0.0,Pastas cortas,2024-09-04,1.0,2.0,1309.0,0.0,0.36082473,InStock,0.0,7.177782416195197,1
imp_54,España,1.0,Capsulas de cafe,2024-09-04,1.0,2.0,1030.0,0.0,0.36082473,InStock,10.0,6.93828448401696,1
arg_46,Argentina,0.0,Cerveza,2024-09-04,1.0,2.0,23424.947,0.0,0.36082473,InStock,0.0,10.061599533183822,1
imp_71,Italia,1.0,Condimento,2024-09-04,1.0,2.0,80666.664,0.0,0.36082473,InStock,0.0,11.298093080030648,1
imp_124,Argentina,0.0,Pastas largas,2024-09-04,1.0,2.0,1200.0,0.0,0.36082473,InStock,0.0,7.0909098220799835,1
imp_51,Italia,1.0,Cafe molido,2024-09-04,1.0,2.0,45400.0,0.0,0.36082473,InStock,10.0,10.723289410218579,1
arg_24,Argentina,0.0,Golosinas,2024-09-04,1.0,2.0,3163.6362,0.0,0.36082473,InStock,0.0,8.059793383263887,1
arg_8,Argentina,0.0,Cafe molido,2024-09-04,1.0,2.0,14900.0,0.0,0.36082473,InStock,0.0,9.60918360377546,1
arg_59,Argentina,0.0,Salsa de tomate,2024-09-04,1.0,2.0,1562.5,0.0,0.36082473,InStock,0.0,7.354682176897896,1
imp_241,Brasil,1.0,Snack,2024-09-04,1.0,2.0,4449.541,0.0,0.36082473,InStock,2.0,8.40078094080459,1
imp_229,España,1.0,Aceitunas,2024-09-04,1.0,2.0,8250.0,0.0,0.36082473,InStock,20.0,9.018089684104343,1
arg_161,Argentina,0.0,Queso,2024-09-04,1.0,2.0,12820.0,0.0,0.36082473,InStock,13.0,9.4588397305527,1
imp_106,Italia,1.0,Pastas cortas,2024-09-04,1.0,2.0,9700.0,0.0,0.36082473,InStock,0.0,9.179984251961283,1
imp_103,Italia,1.0,Pastas largas,2024-09-04,1.0,2.0,9700.0,0.0,0.36082473,InStock,0.0,9.179984251961283,1
imp_158,Estados Unidos,1.0,Aderezos,2024-09-04,1.0,2.0,3285.7144,0.0,0.36082473,InStock,0.0,8.09764368214968,1
imp_97,Italia,1.0,Pastas largas,2024-09-04,1.0,2.0,6700.0,0.0,0.36082473,InStock,0.0,8.81001204797317,1
arg_155,Argentina,0.0,Queso,2024-09-04,1.0,2.0,25476.0,0.0,0.36082473,OutOfStock,4.0,10.145531363350818,0
arg_21,Argentina,0.0,Mermelada,2024-09-04,1.0,2.0,11923.076,0.0,0.36082473,InStock,0.0,9.386314828477751,1
arg_45,Argentina,0.0,Cerveza,2024-09-04,1.0,2.0,5987.324,0.0,0.36082473,InStock,0.0,8.697566852292155,1
imp_168,China,1.0,Aderezos,2024-09-04,1.0,2.0,25000.0,0.0,0.36082473,InStock,5.0,10.12667110305036,1
imp_134,España,1.0,Golosinas,2024-09-04,1.0,2.0,3000.0,0.0,0.36082473,InStock,0.0,8.006700845440367,1
imp_17,Suiza,1.0,Chocolate,2024-09-04,1.0,2.0,11250.0,0.0,0.36082473,InStock,0.0,9.328212292571072,1
imp_84,Argentina,0.0,Condimento,2024-09-04,1.0,2.0,16585.367,0.0,0.36082473,InStock,0.0,9.71633637186149,1
imp_4,Holanda,1.0,Chocolate,2024-09-04,1.0,2.0,4050.0,0.0,0.36082473,InStock,0.0,8.30671904320269,1
arg_66,Argentina,0.0,Salsa preparada,2024-09-04,1.0,2.0,1323.5294,0.0,0.36082473,InStock,21.0,7.188812505521266,1
imp_93,Italia,1.0,Risotto,2024-09-04,1.0,2.0,6666.6665,0.0,0.36082473,InStock,0.0,8.805025227622892,1
arg_32,Argentina,0.0,Aceite,2024-09-04,1.0,2.0,33700.0,0.0,0.36082473,InStock,0.0,10.425282789490705,1
imp_82,Argentina,0.0,Condimento liquido,2024-09-04,1.0,2.0,10892.857,0.0,0.36082473,InStock,0.0,9.29595433136582,1
imp_119,Argentina,0.0,Pastas largas,2024-09-04,1.0,2.0,1400.0,0.0,0.36082473,InStock,0.0,7.244941546337007,1
arg_131,Argentina,0.0,Arroz,2024-09-04,1.0,2.0,2350.0,0.0,0.36082473,InStock,0.0,7.762596048540069,1
arg_42,Argentina,0.0,Pastas cortas,2024-09-04,1.0,2.0,2250.0,0.0,0.36082473,InStock,0.0,7.719129840906732,1
imp_209,Dinamarca,1.0,Queso,2024-09-04,1.0,2.0,137487.5,0.0,0.36082473,InStock,0.0,11.831295556227412,1
imp_151,Brasil,1.0,Bebidas vegetales,2024-09-04,1.0,2.0,25000.0,0.0,0.36082473,InStock,0.0,10.12667110305036,1
imp_110,Italia,1.0,Pastas cortas,2024-09-04,1.0,2.0,9700.0,0.0,0.36082473,InStock,0.0,9.179984251961283,1
arg_118,Argentina,0.0,Snack,2024-09-04,1.0,2.0,1160.0,0.0,0.36082473,OutOfStock,39.0,7.057036981697891,0
imp_144,España,1.0,Mermelada,2024-09-04,1.0,2.0,9571.429,0.0,0.36082473,InStock,1.0,9.166642266243766,1
imp_128,Alemania,1.0,Cerveza,2024-09-04,1.0,2.0,9400.0,0.0,0.36082473,InStock,0.0,9.148571345578551,1
imp_166,Estados Unidos,1.0,Aderezos,2024-09-04,1.0,2.0,16850.22,0.0,0.36082473,InStock,0.0,9.732178336720327,1
imp_7,Holanda,1.0,Chocolate,2024-09-04,1.0,2.0,4050.0,0.0,0.36082473,InStock,0.0,8.30671904320269,1
arg_157,Argentina,0.0,Queso,2024-09-04,1.0,2.0,25833.332,0.0,0.36082473,InStock,11.0,10.15945958399064,1
arg_81,Argentina,0.0,Pastas cortas,2024-09-04,1.0,2.0,1200.0,0.0,0.36082473,InStock,0.0,7.0909098220799835,1
imp_139,Brasil,1.0,Yerba,2024-09-04,1.0,2.0,8700.0,0.0,0.36082473,InStock,0.0,9.071193240566025,1
arg_110,Argentina,0.0,Chocolate,2024-09-04,1.0,2.0,3277.7778,0.0,0.36082473,InStock,0.0,8.09522600998616,1
arg_57,Argentina,0.0,Chocolate,2024-09-04,1.0,2.0,7400.0,0.0,0.36082473,InStock,0.0,8.909370405197466,1
arg_135,Argentina,0.0,Risotto,2024-09-04,1.0,2.0,2708.3333,0.0,0.36082473,InStock,0.0,7.904457868847004,1
imp_33,Brasil,1.0,Golosinas,2024-09-04,1.0,2.0,3039.2156,0.0,0.36082473,OutOfStock,10.0,8.01968371293812,0
imp_28,Suiza,1.0,Bombones,2024-09-04,1.0,2.0,32187.5,0.0,0.36082473,InStock,0.0,10.379364524884657,1
arg_94,Argentina,0.0,Capsulas de cafe,2024-09-04,1.0,2.0,760.0,0.0,0.36082473,InStock,0.0,6.634633357861686,1
arg_13,Argentina,0.0,Te,2024-09-04,1.0,2.0,65.0,0.0,0.36082473,InStock,0.0,4.189654742026425,1
imp_63,Italia,1.0,Capsulas de cafe,2024-09-04,1.0,2.0,950.0,0.0,0.36082473,InStock,0.0,6.85751406254539,1
arg_10,Argentina,0.0,Capsulas de cafe,2024-09-04,1.0,2.0,900.0,0.0,0.36082473,InStock,0.0,6.803505257608338,1
arg_184,Argentina,0.0,Galletitas,2024-09-04,1.0,2.0,901.1628,0.0,0.36082473,InStock,0.0,6.804794991581537,1
imp_225,España,1.0,Aceitunas,2024-09-04,1.0,2.0,6823.53,0.0,0.36082473,InStock,13.0,8.828278753213029,1
imp_197,Italia,1.0,Arroz,2024-09-04,1.0,2.0,19671.89,-3.18e-06,0.36082473,InStock,0.0,9.88699682484092,1
arg_158,Argentina,0.0,Queso,2024-09-04,1.0,2.0,24748.0,0.0,0.36082473,InStock,34.0,10.116540363140167,1
imp_157,Estados Unidos,1.0,Aderezos,2024-09-04,1.0,2.0,3125.0,0.0,0.36082473,InStock,0.0,8.047509510981422,1
imp_206,Alemania,1.0,Queso,2024-09-04,1.0,2.0,79992.0,0.0,0.36082473,InStock,0.0,11.28969440982767,1
imp_213,Italia,1.0,Queso,2024-09-04,1.0,2.0,61993.332,0.0,0.36082473,OutOfStock,2.0,11.034798240493386,0
imp_112,Italia,1.0,Pastas cortas,2024-09-04,1.0,2.0,8900.0,0.0,0.36082473,InStock,0.0,9.093918908958932,1
imp_109,Italia,1.0,Pastas cortas,2024-09-04,1.0,2.0,9700.0,0.0,0.36082473,InStock,0.0,9.179984251961283,1
imp_13,Suiza,1.0,Chocolate,2024-09-04,1.0,2.0,9800.0,0.0,0.36082473,InStock,0.0,9.19023970026918,1
arg_86,Argentina,0.0,Aceite,2024-09-04,1.0,2.0,26100.0,0.0,0.36082473,InStock,0.0,10.169728906753061,1
imp_244,Chile,1.0,Pescado enlatado,2024-09-04,1.0,2.0,1942.1053,0.0,0.36082473,InStock,0.0,7.5720426424534875,1
imp_145,España,1.0,Mermelada,2024-09-04,1.0,2.0,7857.143,0.0,0.36082473,InStock,33.0,8.969305597967585,1
imp_191,Italia,1.0,Salsa de tomate,2024-09-04,1.0,2.0,8812.5,0.0,0.36082473,InStock,3.0,9.084039915860009,1
arg_177,Argentina,0.0,Te,2024-09-04,1.0,2.0,85.0,0.0,0.36082473,InStock,0.0,4.454347296253507,1
arg_114,Argentina,0.0,Chocolate,2024-09-04,1.0,2.0,3650.0,0.0,0.36082473,InStock,10.0,8.202756381655638,1
imp_102,Italia,1.0,Pastas largas,2024-09-04,1.0,2.0,9700.0,0.0,0.36082473,InStock,13.0,9.179984251961283,1
arg_69,Argentina,0.0,Pastas cortas,2024-09-04,1.0,2.0,1350.0,0.0,0.36082473,InStock,0.0,7.208600337960199,1
imp_22,Belgica,1.0,Chocolate,2024-09-04,1.0,2.0,8700.0,0.0,0.36082473,OutOfStock,41.0,9.071193240566025,0
imp_127,Alemania,1.0,Cerveza,2024-09-04,1.0,2.0,11700.0,0.0,0.36082473,InStock,0.0,9.367429587218957,1
imp_146,Francia,1.0,Mermelada,2024-09-04,1.0,2.0,19391.893,0.0,0.36082473,InStock,0.0,9.872661937726267,1
arg_128,Argentina,0.0,Arroz,2024-09-04,1.0,2.0,3100.0,0.0,0.36082473,InStock,0.0,8.03947991910045,1
imp_153,Estados Unidos,1.0,Aderezos,2024-09-04,1.0,2.0,2571.4287,0.0,0.36082473,InStock,7.0,7.852605751094754,1
imp_32,Brasil,1.0,Golosinas,2024-09-04,1.0,2.0,3039.2156,0.0,0.36082473,InStock,0.0,8.01968371293812,1
arg_175,Argentina,0.0,Te,2024-09-04,1.0,2.0,76.0,0.0,0.36082473,InStock,1.0,4.343805421853684,1
arg_19,Argentina,0.0,Mermelada,2024-09-04,1.0,2.0,3809.5237,0.0,0.36082473,InStock,0.0,8.245521912743044,1
arg_74,Argentina,0.0,Pastas largas,2024-09-04,1.0,2.0,1200.0,0.0,0.36082473,InStock,0.0,7.0909098220799835,1
arg_136,Argentina,0.0,Arroz,2024-09-04,1.0,2.0,3700.0,0.0,0.36082473,InStock,0.0,8.216358332386156,1
