prod,origen,imported,categoria_producto,time,post,timeToTreat,precio_std,price_variation_c,dolar_variation,stock,max_consecutivos_sin_stock,log_precio,stock_dummy
arg_7,Argentina,0.0,Cafe molido,2024-08-29,0.0,-4.0,63000.0,0.0,0.0,InStock,0.0,11.050905878263567,1
imp_228,España,1.0,Aceitunas,2024-08-29,0.0,-4.0,8875.0,0.0,0.0,InStock,0.0,9.091106284052485,1
imp_114,Italia,1.0,Pastas largas,2024-08-29,0.0,-4.0,10674.15,-3.66e-06,0.0,InStock,0.0,9.275673889520352,1
arg_150,Argentina,0.0,Aceitunas,2024-08-29,0.0,-4.0,3625.0,0.0,0.0,InStock,0.0,8.195885391314796,1
arg_99,Argentina,0.0,Aderezos,2024-08-29,0.0,-4.0,2550.0,0.0,0.0,InStock,0.0,7.844240718141811,1
imp_79,Argentina,0.0,Condimento liquido,2024-08-29,0.0,-4.0,15535.714,0.0,0.0,InStock,0.0,9.65096114725057,1
imp_189,Italia,1.0,Salsa de tomate,2024-08-29,0.0,-4.0,7607.143,0.0,0.0,InStock,0.0,8.93697440005279,1
arg_155,Argentina,0.0,Queso,2024-08-29,0.0,-4.0,25476.0,0.0,0.0,InStock,4.0,10.145531363350818,1
arg_106,Argentina,0.0,Aderezos,2024-08-29,0.0,-4.0,10000.0,0.0,0.0,InStock,10.0,9.210440366976517,1
arg_172,Argentina,0.0,Te,2024-08-29,0.0,-4.0,90.0,0.0,0.0,InStock,0.0,4.51085950651685,1
imp_109,Italia,1.0,Pastas cortas,2024-08-29,0.0,-4.0,9700.0,0.0,0.0,InStock,0.0,9.179984251961283,1
arg_39,Argentina,0.0,Pastas largas,2024-08-29,0.0,-4.0,2100.0,0.0,0.0,InStock,0.0,7.650168700845001,1
arg_147,Argentina,0.0,Aceitunas,2024-08-29,0.0,-4.0,2000.0,0.0,0.0,InStock,0.0,7.601402334583733,1
imp_126,Francia,1.0,Cerveza,2024-08-29,0.0,-4.0,13800.0,0.0,0.0,InStock,0.0,9.53249633228804,1
arg_142,Argentina,0.0,Pescado enlatado,2024-08-29,0.0,-4.0,2162.353,0.0,0.0,InStock,9.0,7.679414611897795,1
arg_116,Argentina,0.0,Snack,2024-08-29,0.0,-4.0,2968.5,0.0,0.0,InStock,0.0,7.996148867455915,1
arg_111,Argentina,0.0,Chocolate,2024-08-29,0.0,-4.0,3266.6667,0.0,0.0,InStock,2.0,8.091831461794575,1
arg_175,Argentina,0.0,Te,2024-08-29,0.0,-4.0,76.0,0.0,0.0,InStock,1.0,4.343805421853684,1
arg_89,Argentina,0.0,Capsulas de cafe,2024-08-29,0.0,-4.0,685.0,0.0,0.0,InStock,0.0,6.530877627725885,1
imp_154,Estados Unidos,1.0,Aderezos,2024-08-29,0.0,-4.0,3125.0,0.0,0.0,InStock,0.0,8.047509510981422,1
arg_81,Argentina,0.0,Pastas cortas,2024-08-29,0.0,-4.0,1200.0,0.0,0.0,InStock,0.0,7.0909098220799835,1
arg_69,Argentina,0.0,Pastas cortas,2024-08-29,0.0,-4.0,1350.0,0.0,0.0,InStock,0.0,7.208600337960199,1
arg_41,Argentina,0.0,Pastas cortas,2024-08-29,0.0,-4.0,1400.0,0.0,0.0,InStock,0.0,7.244941546337007,1
arg_8,Argentina,0.0,Cafe molido,2024-08-29,0.0,-4.0,14900.0,0.0,0.0,InStock,0.0,9.60918360377546,1
arg_120,Argentina,0.0,Snack,2024-08-29,0.0,-4.0,3857.143,0.0,0.0,InStock,0.0,8.257941258615974,1
arg_52,Argentina,0.0,Golosinas,2024-08-29,0.0,-4.0,2700.0,0.0,0.0,InStock,17.0,7.901377353792616,1
arg_24,Argentina,0.0,Golosinas,2024-08-29,0.0,-4.0,3163.6362,0.0,0.0,InStock,0.0,8.059793383263887,1
arg_126,Argentina,0.0,Snack,2024-08-29,0.0,-4.0,1388.8888,0.0,0.0,InStock,0.0,7.236979022924567,1
imp_50,Italia,1.0,Cafe molido,2024-08-29,0.0,-4.0,45400.0,0.0,0.0,InStock,0.0,10.723289410218579,1
imp_236,Brasil,1.0,Capsulas de cafe,2024-08-29,0.0,-4.0,1025.375,0.0,0.0,InStock,0.0,6.933788456028953,1
arg_101,Argentina,0.0,Aderezos,2024-08-29,0.0,-4.0,1815.7896,0.0,0.0,InStock,0.0,7.504826266424458,1
imp_134,España,1.0,Golosinas,2024-08-29,0.0,-4.0,3000.0,0.0,0.0,InStock,0.0,8.006700845440367,1
arg_76,Argentina,0.0,Pastas cortas,2024-08-29,0.0,-4.0,1200.0,0.0,0.0,InStock,0.0,7.0909098220799835,1
arg_131,Argentina,0.0,Arroz,2024-08-29,0.0,-4.0,2350.0,0.0,0.0,InStock,0.0,7.762596048540069,1
imp_90,Italia,1.0,Arroz,2024-08-29,0.0,-4.0,10600.0,0.0,0.0,InStock,0.0,9.268703615273097,1
imp_47,Italia,1.0,Cafe molido,2024-08-29,0.0,-4.0,42600.0,0.0,0.0,InStock,0.0,10.659633006160352,1
imp_237,Brasil,1.0,Capsulas de cafe,2024-08-29,0.0,-4.0,1044.6875,0.0,0.0,InStock,0.0,6.952429842817883,1
arg_161,Argentina,0.0,Queso,2024-08-29,0.0,-4.0,12820.0,0.0,0.0,InStock,13.0,9.4588397305527,1
arg_103,Argentina,0.0,Aderezos,2024-08-29,0.0,-4.0,3655.914,0.0,0.0,InStock,0.0,8.204374901329247,1
arg_123,Argentina,0.0,Snack,2024-08-29,0.0,-4.0,1533.3334,0.0,0.0,InStock,5.0,7.335851298599055,1
arg_79,Argentina,0.0,Salsa de tomate,2024-08-29,0.0,-4.0,1687.5,0.0,0.0,InStock,0.0,7.431595839825622,1
arg_20,Argentina,0.0,Mermelada,2024-08-29,0.0,-4.0,5512.821,0.0,0.0,InStock,0.0,8.615013128234905,1
arg_107,Argentina,0.0,Condimento liquido,2024-08-29,0.0,-4.0,7897.727,0.0,0.0,InStock,37.0,8.974456886230284,1
imp_168,China,1.0,Aderezos,2024-08-29,0.0,-4.0,25000.0,0.0,0.0,InStock,5.0,10.12667110305036,1
arg_1,Argentina,0.0,Galletitas,2024-08-29,0.0,-4.0,1300.0,0.0,0.0,InStock,0.0,7.170888478512505,1
imp_213,Italia,1.0,Queso,2024-08-29,0.0,-4.0,61993.332,0.0,0.0,InStock,2.0,11.034798240493386,1
imp_93,Italia,1.0,Risotto,2024-08-29,0.0,-4.0,6666.6665,0.0,0.0,InStock,0.0,8.805025227622892,1
imp_59,Italia,1.0,Capsulas de cafe,2024-08-29,0.0,-4.0,880.0,0.0,0.0,InStock,11.0,6.78105762593618,1
arg_121,Argentina,0.0,Snack,2024-08-29,0.0,-4.0,1157.143,0.0,0.0,InStock,22.0,7.054573139282577,1
arg_139,Argentina,0.0,Arroz,2024-08-29,0.0,-4.0,3700.0,0.0,0.0,InStock,0.0,8.216358332386156,1
arg_119,Argentina,0.0,Snack,2024-08-29,0.0,-4.0,3506.4934,0.0,0.0,InStock,0.0,8.162656930292735,1
imp_110,Italia,1.0,Pastas cortas,2024-08-29,0.0,-4.0,9700.0,0.0,0.0,InStock,0.0,9.179984251961283,1
arg_164,Argentina,0.0,Queso,2024-08-29,0.0,-4.0,40390.0,0.0,0.0,InStock,6.0,10.606362266854584,1
imp_60,Italia,1.0,Capsulas de cafe,2024-08-29,0.0,-4.0,950.0,0.0,0.0,InStock,0.0,6.85751406254539,1
imp_63,Italia,1.0,Capsulas de cafe,2024-08-29,0.0,-4.0,950.0,0.0,0.0,InStock,0.0,6.85751406254539,1
arg_36,Argentina,0.0,Arroz,2024-08-29,0.0,-4.0,2650.0,0.0,0.0,InStock,0.0,7.8826922062890254,1
imp_56,Italia,1.0,Capsulas de cafe,2024-08-29,0.0,-4.0,880.0,0.0,0.0,InStock,18.0,6.78105762593618,1
imp_13,Suiza,1.0,Chocolate,2024-08-29,0.0,-4.0,9800.0,0.0,0.0,InStock,0.0,9.19023970026918,1
imp_206,Alemania,1.0,Queso,2024-08-29,0.0,-4.0,79992.0,0.0,0.0,InStock,0.0,11.28969440982767,1
arg_124,Argentina,0.0,Snack,2024-08-29,0.0,-4.0,3376.6233,0.0,0.0,InStock,2.0,8.124927575459651,1
arg_109,Argentina,0.0,Bombones,2024-08-29,0.0,-4.0,6204.268,0.0,0.0,InStock,0.0,8.733153887681025,1
arg_130,Argentina,0.0,Arroz,2024-08-29,0.0,-4.0,5100.0,0.0,0.0,InStock,0.0,8.537191877922927,1
imp_70,Italia,1.0,Condimento liquido,2024-08-29,0.0,-4.0,4750.0,0.0,0.0,InStock,0.0,8.46611040118692,1
imp_208,Dinamarca,1.0,Queso,2024-08-29,0.0,-4.0,99990.0,0.0,0.0,InStock,0.0,11.512835460919986,1
imp_128,Alemania,1.0,Cerveza,2024-08-29,0.0,-4.0,9400.0,0.0,0.0,InStock,0.0,9.148571345578551,1
imp_39,Argentina,0.0,Cafe molido,2024-08-29,0.0,-4.0,14492.0,0.0,0.0,InStock,0.0,9.581421053222517,1
arg_132,Argentina,0.0,Enlatados,2024-08-29,0.0,-4.0,2250.0,0.0,0.0,InStock,0.0,7.719129840906732,1
arg_21,Argentina,0.0,Mermelada,2024-08-29,0.0,-4.0,11923.076,0.0,0.0,InStock,0.0,9.386314828477751,1
imp_211,Dinamarca,1.0,Queso,2024-08-29,0.0,-4.0,73326.664,0.0,0.0,InStock,0.0,11.202693224586978,1
imp_17,Suiza,1.0,Chocolate,2024-08-29,0.0,-4.0,11250.0,0.0,0.0,InStock,0.0,9.328212292571072,1
imp_151,Brasil,1.0,Bebidas vegetales,2024-08-29,0.0,-4.0,25000.0,0.0,0.0,InStock,0.0,10.12667110305036,1
arg_169,Argentina,0.0,Te,2024-08-29,0.0,-4.0,21.5,0.0,0.0,InStock,22.0,3.1135153092103742,1
arg_113,Argentina,0.0,Bombones,2024-08-29,0.0,-4.0,6524.1226,0.0,0.0,InStock,0.0,8.783415021286409,1
imp_68,Dinamarca,1.0,Galletitas,2024-08-29,0.0,-4.0,9966.667,0.0,0.0,InStock,0.0,9.207101833567124,1
arg_17,Argentina,0.0,Mermelada,2024-08-29,0.0,-4.0,2312.7754,0.0,0.0,InStock,5.0,7.746635841677262,1
arg_94,Argentina,0.0,Capsulas de cafe,2024-08-29,0.0,-4.0,760.0,0.0,0.0,InStock,0.0,6.634633357861686,1
imp_78,España,1.0,Condimento,2024-08-29,0.0,-4.0,40000.0,0.0,0.0,InStock,0.0,10.596659732783579,1
arg_171,Argentina,0.0,Te,2024-08-29,0.0,-4.0,42.0,0.0,0.0,InStock,1.0,3.7612001156935624,1
arg_185,Argentina,0.0,Galletitas,2024-08-29,0.0,-4.0,763.88885,0.0,0.0,InStock,0.0,6.639730529152676,1
imp_102,Italia,1.0,Pastas largas,2024-08-29,0.0,-4.0,9700.0,0.0,0.0,InStock,13.0,9.179984251961283,1
imp_11,Suiza,1.0,Chocolate,2024-08-29,0.0,-4.0,10200.0,0.0,0.0,InStock,0.0,9.23024103368252,1
arg_177,Argentina,0.0,Te,2024-08-29,0.0,-4.0,85.0,0.0,0.0,InStock,0.0,4.454347296253507,1
arg_50,Argentina,0.0,Cerveza,2024-08-29,0.0,-4.0,4016.913,0.0,0.0,InStock,0.0,8.298517892576996,1
arg_63,Argentina,0.0,Salsa preparada,2024-08-29,0.0,-4.0,1323.5294,0.0,0.0,InStock,24.0,7.188812505521266,1
arg_98,Argentina,0.0,Aderezos,2024-08-29,0.0,-4.0,1742.1053,0.0,0.0,InStock,0.0,7.463423456776119,1
imp_87,Italia,1.0,Arroz,2024-08-29,0.0,-4.0,16350.0,0.0,0.0,InStock,0.0,9.702044336534586,1
arg_110,Argentina,0.0,Chocolate,2024-08-29,0.0,-4.0,3277.7778,0.0,0.0,InStock,0.0,8.09522600998616,1
arg_127,Argentina,0.0,Snack,2024-08-29,0.0,-4.0,2166.6665,0.0,0.0,InStock,4.0,7.6814065223134484,1
imp_103,Italia,1.0,Pastas largas,2024-08-29,0.0,-4.0,9700.0,0.0,0.0,InStock,0.0,9.179984251961283,1
imp_139,Brasil,1.0,Yerba,2024-08-29,0.0,-4.0,8700.0,0.0,0.0,InStock,0.0,9.071193240566025,1
arg_2,Argentina,0.0,Galletitas,2024-08-29,0.0,-4.0,2386.3635,0.0,0.0,InStock,0.0,7.7779448979455905,1
arg_25,Argentina,0.0,Bebidas vegetales,2024-08-29,0.0,-4.0,3140.0,0.0,0.0,InStock,0.0,8.052296499538647,1
arg_77,Argentina,0.0,Pastas cortas,2024-08-29,0.0,-4.0,1500.0,0.0,0.0,InStock,0.0,7.313886831633462,1
arg_71,Argentina,0.0,Salsa de tomate,2024-08-29,0.0,-4.0,989.01105,0.0,0.0,InStock,27.0,6.897716104682507,1
arg_16,Argentina,0.0,Mermelada,2024-08-29,0.0,-4.0,3333.3335,0.0,0.0,InStock,9.0,8.112028088302074,1
imp_241,Brasil,1.0,Snack,2024-08-29,0.0,-4.0,4449.541,0.0,0.0,InStock,2.0,8.40078094080459,1
arg_48,Argentina,0.0,Cerveza,2024-08-29,0.0,-4.0,3016.9014,0.0,0.0,InStock,0.0,8.012316968151287,1
imp_243,Ecuador,1.0,Pescado enlatado,2024-08-29,0.0,-4.0,764.70593,0.0,0.0,InStock,8.0,6.640798192636562,1
arg_140,Argentina,0.0,Arroz,2024-08-29,0.0,-4.0,6200.0,0.0,0.0,InStock,0.0,8.732465848349879,1
arg_186,Argentina,0.0,Galletitas,2024-08-29,0.0,-4.0,940.0,0.0,0.0,InStock,0.0,6.846943139585379,1
imp_27,Brasil,1.0,Chocolate,2024-08-29,0.0,-4.0,3764.706,0.0,0.0,InStock,5.0,8.233690639255219,1
arg_62,Argentina,0.0,Salsa preparada,2024-08-29,0.0,-4.0,1323.5294,0.0,0.0,InStock,14.0,7.188812505521266,1
arg_37,Argentina,0.0,Risotto,2024-08-29,0.0,-4.0,3229.1665,0.0,0.0,InStock,0.0,8.080288962875766,1
arg_5,Argentina,0.0,Cafe molido,2024-08-29,0.0,-4.0,14270.0,0.0,0.0,InStock,0.0,9.56598478510039,1
arg_183,Argentina,0.0,Galletitas,2024-08-29,0.0,-4.0,1288.8889,0.0,0.0,InStock,0.0,7.162311369615822,1
arg_33,Argentina,0.0,Condimento liquido,2024-08-29,0.0,-4.0,3100.0,0.0,0.0,InStock,5.0,8.03947991910045,1
imp_145,España,1.0,Mermelada,2024-08-29,0.0,-4.0,7857.143,0.0,0.0,InStock,33.0,8.969305597967585,1
imp_44,Colombia,1.0,Cafe molido,2024-08-29,0.0,-4.0,93200.0,0.0,0.0,InStock,0.0,11.442513730229855,1
arg_167,Argentina,0.0,Te,2024-08-29,0.0,-4.0,37.0,0.0,0.0,InStock,0.0,3.6375861597263857,1
arg_27,Argentina,0.0,Condimento,2024-08-29,0.0,-4.0,3478.2607,0.0,0.0,InStock,0.0,8.154575107670674,1
arg_174,Argentina,0.0,Te,2024-08-29,0.0,-4.0,43.379997,0.0,0.0,InStock,0.0,3.7927888499064286,1
arg_154,Argentina,0.0,Queso,2024-08-29,0.0,-4.0,26958.0,0.0,0.0,InStock,2.0,10.202072472350189,1
arg_55,Argentina,0.0,Chocolate,2024-08-29,0.0,-4.0,7400.0,0.0,0.0,InStock,0.0,8.909370405197466,1
imp_30,Holanda,1.0,Bombones,2024-08-29,0.0,-4.0,16071.429,0.0,0.0,InStock,0.0,9.684860598522805,1
imp_64,Italia,1.0,Capsulas de cafe,2024-08-29,0.0,-4.0,950.0,0.0,0.0,InStock,0.0,6.85751406254539,1
arg_45,Argentina,0.0,Cerveza,2024-08-29,0.0,-4.0,5987.324,0.0,0.0,InStock,0.0,8.697566852292155,1
arg_23,Argentina,0.0,Galletitas,2024-08-29,0.0,-4.0,666.6667,0.0,0.0,InStock,0.0,6.503789096922819,1
arg_32,Argentina,0.0,Aceite,2024-08-29,0.0,-4.0,33700.0,0.0,0.0,InStock,0.0,10.425282789490705,1
arg_38,Argentina,0.0,Pastas largas,2024-08-29,0.0,-4.0,2500.0,0.0,0.0,InStock,0.0,7.824445930877619,1
imp_108,Italia,1.0,Pastas cortas,2024-08-29,0.0,-4.0,9700.0,0.0,0.0,InStock,11.0,9.179984251961283,1
arg_51,Argentina,0.0,Chocolate,2024-08-29,0.0,-4.0,3600.0,0.0,0.0,InStock,0.0,8.188966863648876,1
arg_61,Argentina,0.0,Salsa preparada,2024-08-29,0.0,-4.0,1250.0,0.0,0.0,InStock,28.0,7.1316985104669115,1
arg_136,Argentina,0.0,Arroz,2024-08-29,0.0,-4.0,3700.0,0.0,0.0,InStock,0.0,8.216358332386156,1
arg_14,Argentina,0.0,Yerba,2024-08-29,0.0,-4.0,3780.0,0.0,0.0,InStock,1.0,8.237743803890933,1
imp_234,Brasil,1.0,Capsulas de cafe,2024-08-29,0.0,-4.0,1044.6875,0.0,0.0,InStock,0.0,6.952429842817883,1
arg_148,Argentina,0.0,Aceitunas,2024-08-29,0.0,-4.0,1066.6667,0.0,0.0,InStock,0.0,6.973230892161778,1
imp_73,Mexico,1.0,Enlatados,2024-08-29,0.0,-4.0,9437.5,0.0,0.0,InStock,15.0,9.152552348208788,1
imp_212,Grecia,1.0,Queso,2024-08-29,0.0,-4.0,66660.0,0.0,0.0,InStock,12.0,11.10737535324936,1
imp_124,Argentina,0.0,Pastas largas,2024-08-29,0.0,-4.0,1200.0,0.0,0.0,InStock,0.0,7.0909098220799835,1
arg_153,Argentina,0.0,Enlatados,2024-08-29,0.0,-4.0,26136.363,0.0,0.0,InStock,0.0,10.171121102211913,1
imp_2,Suiza,1.0,Chocolate,2024-08-29,0.0,-4.0,9616.667,0.0,0.0,InStock,0.0,9.171356998655575,1
imp_55,España,1.0,Capsulas de cafe,2024-08-29,0.0,-4.0,1040.0,0.0,0.0,InStock,0.0,6.947937068614969,1
arg_60,Argentina,0.0,Salsa de tomate,2024-08-29,0.0,-4.0,1750.0,0.0,0.0,InStock,2.0,7.467942332285852,1
imp_84,Argentina,0.0,Condimento,2024-08-29,0.0,-4.0,16585.367,0.0,0.0,InStock,0.0,9.71633637186149,1
imp_129,Holanda,1.0,Cerveza,2024-08-29,0.0,-4.0,10900.0,0.0,0.0,InStock,0.0,9.296609807128359,1
arg_74,Argentina,0.0,Pastas largas,2024-08-29,0.0,-4.0,1200.0,0.0,0.0,InStock,0.0,7.0909098220799835,1
imp_135,Polonia,1.0,Te,2024-08-29,0.0,-4.0,525.0,0.0,0.0,InStock,31.0,6.26530121273771,1
arg_57,Argentina,0.0,Chocolate,2024-08-29,0.0,-4.0,7400.0,0.0,0.0,InStock,0.0,8.909370405197466,1
imp_3,Suiza,1.0,Chocolate,2024-08-29,0.0,-4.0,9616.667,0.0,0.0,InStock,0.0,9.171356998655575,1
arg_173,Argentina,0.0,Te,2024-08-29,0.0,-4.0,50.0,0.0,0.0,InStock,37.0,3.9318256327243257,1
arg_141,Argentina,0.0,Risotto,2024-08-29,0.0,-4.0,3375.0,0.0,0.0,InStock,0.0,8.124446855715847,1
imp_111,Italia,1.0,Pastas cortas,2024-08-29,0.0,-4.0,8750.0,0.0,0.0,InStock,0.0,9.076923258535832,1
arg_12,Argentina,0.0,Te,2024-08-29,0.0,-4.0,52.5,0.0,0.0,InStock,40.0,3.979681653901961,1
imp_83,Argentina,0.0,Condimento liquido,2024-08-29,0.0,-4.0,6150.0,0.0,0.0,InStock,11.0,8.724369949208368,1
imp_5,Holanda,1.0,Chocolate,2024-08-29,0.0,-4.0,4764.706,0.0,0.0,InStock,0.0,8.469200968806746,1
arg_97,Argentina,0.0,Aderezos,2024-08-29,0.0,-4.0,1854.7369,0.0,0.0,InStock,0.0,7.526037146832231,1
imp_232,Francia,1.0,Queso,2024-08-29,0.0,-4.0,126872.0,0.0,0.0,InStock,0.0,11.750941865107144,1
arg_128,Argentina,0.0,Arroz,2024-08-29,0.0,-4.0,3100.0,0.0,0.0,InStock,0.0,8.03947991910045,1
arg_10,Argentina,0.0,Capsulas de cafe,2024-08-29,0.0,-4.0,900.0,0.0,0.0,InStock,0.0,6.803505257608338,1
imp_188,Italia,1.0,Salsa de tomate,2024-08-29,0.0,-4.0,8035.7144,0.0,0.0,InStock,0.0,8.991775621933682,1
imp_142,España,1.0,Mermelada,2024-08-29,0.0,-4.0,10071.429,0.0,0.0,InStock,32.0,9.21755716814515,1
imp_113,Italia,1.0,Pastas cortas,2024-08-29,0.0,-4.0,9050.0,0.0,0.0,InStock,0.0,9.11063052782717,1
arg_58,Argentina,0.0,Salsa de tomate,2024-08-29,0.0,-4.0,1437.5,0.0,0.0,InStock,0.0,7.271356182991602,1
imp_146,Francia,1.0,Mermelada,2024-08-29,0.0,-4.0,19391.893,0.0,0.0,InStock,0.0,9.872661937726267,1
arg_93,Argentina,0.0,Capsulas de cafe,2024-08-29,0.0,-4.0,950.0,0.0,0.0,InStock,0.0,6.85751406254539,1
imp_192,Italia,1.0,Salsa preparada,2024-08-29,0.0,-4.0,10687.5,0.0,0.0,InStock,0.0,9.276923676119335,1
imp_186,Italia,1.0,Salsa de tomate,2024-08-29,0.0,-4.0,8238.637,0.0,0.0,InStock,0.0,9.01671156853508,1
arg_85,Argentina,0.0,Aceite,2024-08-29,0.0,-4.0,22800.0,0.0,0.0,InStock,22.0,10.034559673629849,1
arg_59,Argentina,0.0,Salsa de tomate,2024-08-29,0.0,-4.0,1562.5,0.0,0.0,InStock,0.0,7.354682176897896,1
arg_65,Argentina,0.0,Salsa preparada,2024-08-29,0.0,-4.0,1691.1764,0.0,0.0,InStock,0.0,7.43377079005111,1
arg_73,Argentina,0.0,Salsa de tomate,2024-08-29,0.0,-4.0,721.1538,0.0,0.0,InStock,1.0,6.582238135597999,1
arg_26,Argentina,0.0,Condimento,2024-08-29,0.0,-4.0,2700.0,0.0,0.0,InStock,0.0,7.901377353792616,1
arg_54,Argentina,0.0,Chocolate,2024-08-29,0.0,-4.0,2500.0,0.0,0.0,InStock,3.0,7.824445930877619,1
arg_3,Argentina,0.0,Galletitas,2024-08-29,0.0,-4.0,1100.0,0.0,0.0,InStock,0.0,7.00397413672268,1
arg_90,Argentina,0.0,Cafe molido,2024-08-29,0.0,-4.0,94000.0,0.0,0.0,InStock,0.0,11.451060699493427,1
arg_68,Argentina,0.0,Pastas cortas,2024-08-29,0.0,-4.0,1350.0,0.0,0.0,InStock,0.0,7.208600337960199,1
imp_229,España,1.0,Aceitunas,2024-08-29,0.0,-4.0,8250.0,0.0,0.0,InStock,20.0,9.018089684104343,1
arg_30,Argentina,0.0,Enlatados,2024-08-29,0.0,-4.0,1093.75,0.0,0.0,InStock,33.0,6.998281305681508,1
imp_195,Italia,1.0,Salsa de tomate,2024-08-29,0.0,-4.0,10937.5,0.0,0.0,InStock,10.0,9.300043955057962,1
imp_132,Armenia,1.0,Cerveza,2024-08-29,0.0,-4.0,23700.0,0.0,0.0,InStock,31.0,10.073272520325904,1
arg_15,Argentina,0.0,Yerba,2024-08-29,0.0,-4.0,4759.0,0.0,0.0,InStock,0.0,8.468002947225466,1
arg_88,Argentina,0.0,Cafe molido,2024-08-29,0.0,-4.0,16350.0,0.0,0.0,InStock,0.0,9.702044336534586,1
arg_156,Argentina,0.0,Queso,2024-08-29,0.0,-4.0,27992.0,0.0,0.0,InStock,40.0,10.239709757902132,1
imp_248,Italia,1.0,Te,2024-08-29,0.0,-4.0,220.0,0.0,0.0,InStock,0.0,5.3981627015177525,1
imp_164,Estados Unidos,1.0,Aderezos,2024-08-29,0.0,-4.0,7935.685,0.0,0.0,InStock,0.0,8.979250960763931,1
arg_72,Argentina,0.0,Salsa de tomate,2024-08-29,0.0,-4.0,1187.5,0.0,0.0,InStock,0.0,7.080447286800249,1
arg_159,Argentina,0.0,Queso,2024-08-29,0.0,-4.0,28071.428,0.0,0.0,InStock,0.0,10.242543163655801,1
imp_19,Suiza,1.0,Chocolate,2024-08-29,0.0,-4.0,11250.0,0.0,0.0,InStock,15.0,9.328212292571072,1
imp_100,Italia,1.0,Pastas largas,2024-08-29,0.0,-4.0,8200.0,0.0,0.0,InStock,0.0,9.012011377036412,1
arg_178,Argentina,0.0,Galletitas,2024-08-29,0.0,-4.0,1180.6722,0.0,0.0,InStock,0.0,7.074685832938776,1
imp_69,Italia,1.0,Condimento,2024-08-29,0.0,-4.0,27111.113,0.0,0.0,InStock,0.0,10.207735881174337,1
imp_10,Suiza,1.0,Chocolate,2024-08-29,0.0,-4.0,10200.0,0.0,0.0,InStock,0.0,9.23024103368252,1
imp_86,Italia,1.0,Arroz,2024-08-29,0.0,-4.0,25800.0,0.0,0.0,InStock,27.0,10.158168529848494,1
imp_117,Italia,1.0,Pastas cortas,2024-08-29,0.0,-4.0,6700.0,0.0,0.0,InStock,3.0,8.81001204797317,1
imp_77,España,1.0,Aceite,2024-08-29,0.0,-4.0,40400.0,0.0,0.0,InStock,14.0,10.606609816118151,1
arg_102,Argentina,0.0,Aderezos,2024-08-29,0.0,-4.0,1894.7369,0.0,0.0,InStock,0.0,7.547362907363315,1
imp_167,Estados Unidos,1.0,Aderezos,2024-08-29,0.0,-4.0,11250.0,0.0,0.0,InStock,0.0,9.328212292571072,1
arg_135,Argentina,0.0,Risotto,2024-08-29,0.0,-4.0,2708.3333,0.0,0.0,InStock,0.0,7.904457868847004,1
imp_115,Italia,1.0,Pastas largas,2024-08-29,0.0,-4.0,10674.15,-3.66e-06,0.0,InStock,24.0,9.275673889520352,1
imp_185,Brasil,1.0,Salsa de tomate,2024-08-29,0.0,-4.0,8000.0,0.0,0.0,InStock,0.0,8.987321812850125,1
imp_25,España,1.0,Chocolate,2024-08-29,0.0,-4.0,7750.0,0.0,0.0,InStock,40.0,8.955577146281511,1
arg_158,Argentina,0.0,Queso,2024-08-29,0.0,-4.0,24748.0,0.0,0.0,InStock,34.0,10.116540363140167,1
imp_155,Mexico,1.0,Aderezos,2024-08-29,0.0,-4.0,5478.5894,0.0,0.0,InStock,0.0,8.608785450127593,1
imp_131,Holanda,1.0,Cerveza,2024-08-29,0.0,-4.0,11900.0,0.0,0.0,InStock,0.0,9.38437770918244,1
imp_130,Holanda,1.0,Cerveza,2024-08-29,0.0,-4.0,10500.0,0.0,0.0,InStock,0.0,9.259225769705994,1
imp_14,Suiza,1.0,Chocolate,2024-08-29,0.0,-4.0,11250.0,0.0,0.0,InStock,0.0,9.328212292571072,1
imp_138,Polonia,1.0,Te,2024-08-29,0.0,-4.0,530.0,0.0,0.0,InStock,0.0,6.274762021241939,1
imp_233,Brasil,1.0,Capsulas de cafe,2024-08-29,0.0,-4.0,1025.375,0.0,0.0,InStock,0.0,6.933788456028953,1
imp_67,España,1.0,Galletitas,2024-08-29,0.0,-4.0,3350.0,0.0,0.0,InStock,5.0,8.11701408773731,1
imp_12,Suiza,1.0,Chocolate,2024-08-29,0.0,-4.0,9300.0,0.0,0.0,InStock,0.0,9.137877200242468,1
arg_179,Argentina,0.0,Galletitas,2024-08-29,0.0,-4.0,509.25925,0.0,0.0,InStock,0.0,6.234918929894084,1
imp_116,Italia,1.0,Pastas cortas,2024-08-29,0.0,-4.0,8700.0,0.0,0.0,InStock,6.0,9.071193240566025,1
imp_29,Suiza,1.0,Bombones,2024-08-29,0.0,-4.0,32187.5,0.0,0.0,InStock,0.0,10.379364524884657,1
imp_119,Argentina,0.0,Pastas largas,2024-08-29,0.0,-4.0,1400.0,0.0,0.0,InStock,0.0,7.244941546337007,1
arg_40,Argentina,0.0,Pastas cortas,2024-08-29,0.0,-4.0,2900.0,0.0,0.0,InStock,0.0,7.972810784121404,1
arg_19,Argentina,0.0,Mermelada,2024-08-29,0.0,-4.0,3809.5237,0.0,0.0,InStock,0.0,8.245521912743044,1
imp_112,Italia,1.0,Pastas cortas,2024-08-29,0.0,-4.0,8900.0,0.0,0.0,InStock,0.0,9.093918908958932,1
