prod,origen,imported,subcategoria,categoria_producto,unidad_medida1,unidad_medida2,time,post,timeToTreat,post_imported,stock,max_consecutivos_sin_stock,precio,precio_cont,precio_std,price_var,price_var_cont,first_price_cont,price_variation_c,dolar_variation,_merge
arg_7,Argentina,0,Cafe molido,Cafe molido,4,gr,8/29/2024,0,-4,0,InStock,,15750,15750,63000,,,15750,0,0,Matched (3)
imp_228,España,1,Aceitunas,Aceitunas,0.8333333,gr,8/29/2024,0,-4,0,InStock,,10650,10650,8875,,,10650,0,0,Matched (3)
imp_114,Italia,1,Pastas largas,Pastas largas,1,gr,8/29/2024,0,-4,0,InStock,,10674.15,10674.15,10674.15,,,10674.15,-3.66E-06,0,Matched (3)
arg_150,Argentina,0,Aceitunas,Aceitunas,2.5,gr,8/29/2024,0,-4,0,InStock,,1450,1450,3625,,,1450,0,0,Matched (3)
arg_99,Argentina,0,Aderezos,Aderezos,1,gr,8/29/2024,0,-4,0,InStock,,2550,2550,2550,,,2550,0,0,Matched (3)
imp_79,Argentina,0,Condimento liquido,Condimento liquido,3.5714285,ml,8/29/2024,0,-4,0,InStock,,4350,4350,15535.714,,,4350,0,0,Matched (3)
imp_189,Italia,1,Salsa de tomate,Salsa de tomate,0.71428573,gr,8/29/2024,0,-4,0,InStock,,10650,10650,7607.143,,,10650,0,0,Matched (3)
arg_155,Argentina,0,Queso,Queso,1,gr,8/29/2024,0,-4,0,InStock,4,25476,25476,25476,,,25476,0,0,Matched (3)
arg_106,Argentina,0,Aderezos,Aderezos,1.754386,gr,8/29/2024,0,-4,0,InStock,10,5700,5700,10000,,,5700,0,0,Matched (3)
arg_172,Argentina,0,Te,Te,0.05,u,8/29/2024,0,-4,0,InStock,,1800,1800,90,,,1800,0,0,Matched (3)
imp_109,Italia,1,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,,9700,9700,9700,,,9700,0,0,Matched (3)
arg_39,Argentina,0,Pastas largas,Pastas largas,1,gr,8/29/2024,0,-4,0,InStock,,2100,2100,2100,,,2100,0,0,Matched (3)
arg_147,Argentina,0,Aceitunas,Aceitunas,1.6666666,gr,8/29/2024,0,-4,0,InStock,,1200,1200,2000,,,1200,0,0,Matched (3)
imp_126,Francia,1,Cerveza,Cerveza,2,ml,8/29/2024,0,-4,0,InStock,,6900,6900,13800,,,6900,0,0,Matched (3)
arg_142,Argentina,0,Pescado enlatado,Pescado enlatado,0.5882353,gr,8/29/2024,0,-4,0,InStock,9,3676,3676,2162.353,,,3676,0,0,Matched (3)
arg_116,Argentina,0,Snack,Snack,0.5,gr,8/29/2024,0,-4,0,InStock,,5937,5937,2968.5,,,5937,0,0,Matched (3)
arg_111,Argentina,0,Chocolate,Chocolate,0.6666667,gr,8/29/2024,0,-4,0,InStock,2,4900,4900,3266.6667,,,4900,0,0,Matched (3)
arg_175,Argentina,0,Te,Te,0.04,u,8/29/2024,0,-4,0,InStock,1,1900,1900,76,,,1900,0,0,Matched (3)
arg_89,Argentina,0,Capsulas de cafe,Capsulas de cafe,0.1,u,8/29/2024,0,-4,0,InStock,,6850,6850,685,,,6850,0,0,Matched (3)
imp_154,Estados Unidos,1,Aderezos,Aderezos,2.5,gr,8/29/2024,0,-4,0,InStock,,1250,1250,3125,,,1250,0,0,Matched (3)
arg_81,Argentina,0,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,,1200,1200,1200,,,1200,0,0,Matched (3)
arg_69,Argentina,0,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,,1350,1350,1350,,,1350,0,0,Matched (3)
arg_41,Argentina,0,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,,1400,1400,1400,,,1400,0,0,Matched (3)
arg_8,Argentina,0,Cafe molido,Cafe molido,2,gr,8/29/2024,0,-4,0,InStock,,7450,7450,14900,,,7450,0,0,Matched (3)
arg_120,Argentina,0,Snack,Snack,1.4285715,gr,8/29/2024,0,-4,0,InStock,,2700,2700,3857.143,,,2700,0,0,Matched (3)
arg_52,Argentina,0,Golosinas,Golosinas,0.6666667,gr,8/29/2024,0,-4,0,InStock,17,4050,4050,2700,,,4050,0,0,Matched (3)
arg_24,Argentina,0,Golosinas,Golosinas,4.5454545,gr,8/29/2024,0,-4,0,InStock,,696,696,3163.6362,,,696,0,0,Matched (3)
arg_126,Argentina,0,Snack,Snack,0.37037036,gr,8/29/2024,0,-4,0,InStock,,3750,3750,1388.8888,,,3750,0,0,Matched (3)
imp_50,Italia,1,Cafe molido,Cafe molido,4,gr,8/29/2024,0,-4,0,InStock,,11350,11350,45400,,,11350,0,0,Matched (3)
imp_236,Brasil,1,Capsulas de cafe,Capsulas de cafe,0.0625,u,8/29/2024,0,-4,0,InStock,,16406,16406,1025.375,,,16406,0,0,Matched (3)
arg_101,Argentina,0,Aderezos,Aderezos,0.5263158,gr,8/29/2024,0,-4,0,InStock,,3450,3450,1815.7896,,,3450,0,0,Matched (3)
imp_134,España,1,Golosinas,Golosinas,1.4285715,gr,8/29/2024,0,-4,0,InStock,,2100,2100,3000,,,2100,0,0,Matched (3)
arg_76,Argentina,0,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,,1200,1200,1200,,,1200,0,0,Matched (3)
arg_131,Argentina,0,Arroz,Arroz,1,gr,8/29/2024,0,-4,0,InStock,,2350,2350,2350,,,2350,0,0,Matched (3)
imp_90,Italia,1,Arroz,Arroz,2,gr,8/29/2024,0,-4,0,InStock,,5300,5300,10600,,,5300,0,0,Matched (3)
imp_47,Italia,1,Cafe molido,Cafe molido,4,gr,8/29/2024,0,-4,0,InStock,,10650,10650,42600,,,10650,0,0,Matched (3)
imp_237,Brasil,1,Capsulas de cafe,Capsulas de cafe,0.0625,u,8/29/2024,0,-4,0,InStock,,16715,16715,1044.6875,,,16715,0,0,Matched (3)
arg_161,Argentina,0,Queso,Queso,1,gr,8/29/2024,0,-4,0,InStock,13,12820,12820,12820,,,12820,0,0,Matched (3)
arg_103,Argentina,0,Aderezos,Aderezos,1.0752689,gr,8/29/2024,0,-4,0,InStock,,3400,3400,3655.914,,,3400,0,0,Matched (3)
arg_123,Argentina,0,Snack,Snack,0.6666667,gr,8/29/2024,0,-4,0,InStock,5,2300,2300,1533.3334,,,2300,0,0,Matched (3)
arg_79,Argentina,0,Salsa de tomate,Salsa de tomate,1.25,gr,8/29/2024,0,-4,0,InStock,,1350,1350,1687.5,,,1350,0,0,Matched (3)
arg_20,Argentina,0,Mermelada,Mermelada,1.2820513,gr,8/29/2024,0,-4,0,InStock,,4300,4300,5512.821,,,4300,0,0,Matched (3)
arg_107,Argentina,0,Condimento liquido,Condimento liquido,1.1363636,ml,8/29/2024,0,-4,0,InStock,37,6950,6950,7897.727,,,6950,0,0,Matched (3)
imp_168,China,1,Aderezos,Aderezos,2,gr,8/29/2024,0,-4,0,InStock,5,12500,12500,25000,,,12500,0,0,Matched (3)
arg_1,Argentina,0,Galletitas,Galletitas,1,gr,8/29/2024,0,-4,0,InStock,,1300,1300,1300,,,1300,0,0,Matched (3)
imp_213,Italia,1,Queso,Queso,6.6666665,gr,8/29/2024,0,-4,0,InStock,2,9299,9299,61993.332,,,9299,0,0,Matched (3)
imp_93,Italia,1,Risotto,Risotto,1.1904762,gr,8/29/2024,0,-4,0,InStock,,5600,5600,6666.6665,,,5600,0,0,Matched (3)
imp_59,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,8/29/2024,0,-4,0,InStock,11,8800,8800,880,,,8800,0,0,Matched (3)
arg_121,Argentina,0,Snack,Snack,0.2857143,gr,8/29/2024,0,-4,0,InStock,22,4050,4050,1157.143,,,4050,0,0,Matched (3)
arg_139,Argentina,0,Arroz,Arroz,1,gr,8/29/2024,0,-4,0,InStock,,3700,3700,3700,,,3700,0,0,Matched (3)
arg_119,Argentina,0,Snack,Snack,1.2987013,gr,8/29/2024,0,-4,0,InStock,,2700,2700,3506.4934,,,2700,0,0,Matched (3)
imp_110,Italia,1,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,,9700,9700,9700,,,9700,0,0,Matched (3)
arg_164,Argentina,0,Queso,Queso,10,gr,8/29/2024,0,-4,0,InStock,6,4039,4039,40390,,,4039,0,0,Matched (3)
imp_60,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,8/29/2024,0,-4,0,InStock,,9500,9500,950,,,9500,0,0,Matched (3)
imp_63,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,8/29/2024,0,-4,0,InStock,,9500,9500,950,,,9500,0,0,Matched (3)
arg_36,Argentina,0,Arroz,Arroz,1,gr,8/29/2024,0,-4,0,InStock,,2650,2650,2650,,,2650,0,0,Matched (3)
imp_56,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,8/29/2024,0,-4,0,InStock,18,8800,8800,880,,,8800,0,0,Matched (3)
imp_13,Suiza,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,,9800,9800,9800,,,9800,0,0,Matched (3)
imp_206,Alemania,1,Queso,Queso,8,gr,8/29/2024,0,-4,0,InStock,,9999,9999,79992,,,9999,0,0,Matched (3)
arg_124,Argentina,0,Snack,Snack,1.2987013,gr,8/29/2024,0,-4,0,InStock,2,2600,2600,3376.6233,,,2600,0,0,Matched (3)
arg_109,Argentina,0,Bombones,Bombones,1.0162601,gr,8/29/2024,0,-4,0,InStock,,6105,6105,6204.268,,,6105,0,0,Matched (3)
arg_130,Argentina,0,Arroz,Arroz,2,gr,8/29/2024,0,-4,0,InStock,,2550,2550,5100,,,2550,0,0,Matched (3)
imp_70,Italia,1,Condimento liquido,Condimento liquido,1,ml,8/29/2024,0,-4,0,InStock,,4750,4750,4750,,,4750,0,0,Matched (3)
imp_208,Dinamarca,1,Queso,Queso,10,gr,8/29/2024,0,-4,0,InStock,,9999,9999,99990,,,9999,0,0,Matched (3)
imp_128,Alemania,1,Cerveza,Cerveza,2,ml,8/29/2024,0,-4,0,InStock,,4700,4700,9400,,,4700,0,0,Matched (3)
imp_39,Argentina,0,Cafe molido,Cafe molido,2,gr,8/29/2024,0,-4,0,InStock,,7246,7246,14492,,,7246,0,0,Matched (3)
arg_132,Argentina,0,Enlatados,Enlatados,1.25,gr,8/29/2024,0,-4,0,InStock,,1800,1800,2250,,,1800,0,0,Matched (3)
arg_21,Argentina,0,Mermelada,Mermelada,1.9230769,gr,8/29/2024,0,-4,0,InStock,,6200,6200,11923.076,,,6200,0,0,Matched (3)
imp_211,Dinamarca,1,Queso,Queso,6.6666665,gr,8/29/2024,0,-4,0,InStock,,10999,10999,73326.664,,,10999,0,0,Matched (3)
imp_17,Suiza,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,,11250,11250,11250,,,11250,0,0,Matched (3)
imp_151,Brasil,1,Bebidas vegetales,Bebidas vegetales,5,gr,8/29/2024,0,-4,0,InStock,,5000,5000,25000,,,5000,0,0,Matched (3)
arg_169,Argentina,0,Te,Te,0.01,u,8/29/2024,0,-4,0,InStock,22,2150,2150,21.5,,,2150,0,0,Matched (3)
arg_113,Argentina,0,Bombones,Bombones,1.0964912,gr,8/29/2024,0,-4,0,InStock,,5950,5950,6524.1226,,,5950,0,0,Matched (3)
imp_68,Dinamarca,1,Galletitas,Galletitas,0.6666667,gr,8/29/2024,0,-4,0,InStock,,14950,14950,9966.667,,,14950,0,0,Matched (3)
arg_17,Argentina,0,Mermelada,Mermelada,1.1013216,gr,8/29/2024,0,-4,0,InStock,5,2100,2100,2312.7754,,,2100,0,0,Matched (3)
arg_94,Argentina,0,Capsulas de cafe,Capsulas de cafe,0.1,u,8/29/2024,0,-4,0,InStock,,7600,7600,760,,,7600,0,0,Matched (3)
imp_78,España,1,Condimento,Condimento,5,gr,8/29/2024,0,-4,0,InStock,,8000,8000,40000,,,8000,0,0,Matched (3)
arg_171,Argentina,0,Te,Te,0.04,u,8/29/2024,0,-4,0,InStock,1,1050,1050,42,,,1050,0,0,Matched (3)
arg_185,Argentina,0,Galletitas,Galletitas,1.3888888,gr,8/29/2024,0,-4,0,InStock,,550,550,763.88885,,,550,0,0,Matched (3)
imp_102,Italia,1,Pastas largas,Pastas largas,1,gr,8/29/2024,0,-4,0,InStock,13,9700,9700,9700,,,9700,0,0,Matched (3)
imp_11,Suiza,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,,10200,10200,10200,,,10200,0,0,Matched (3)
arg_177,Argentina,0,Te,Te,0.05,u,8/29/2024,0,-4,0,InStock,,1700,1700,85,,,1700,0,0,Matched (3)
arg_50,Argentina,0,Cerveza,Cerveza,2.1141648,ml,8/29/2024,0,-4,0,InStock,,1900,1900,4016.913,,,1900,0,0,Matched (3)
arg_63,Argentina,0,Salsa preparada,Salsa preparada,1.4705882,gr,8/29/2024,0,-4,0,InStock,24,900,900,1323.5294,,,900,0,0,Matched (3)
arg_98,Argentina,0,Aderezos,Aderezos,1.0526316,gr,8/29/2024,0,-4,0,InStock,,1655,1655,1742.1053,,,1655,0,0,Matched (3)
imp_87,Italia,1,Arroz,Arroz,1,gr,8/29/2024,0,-4,0,InStock,,16350,16350,16350,,,16350,0,0,Matched (3)
arg_110,Argentina,0,Chocolate,Chocolate,1.1111112,gr,8/29/2024,0,-4,0,InStock,,2950,2950,3277.7778,,,2950,0,0,Matched (3)
arg_127,Argentina,0,Snack,Snack,0.8333333,gr,8/29/2024,0,-4,0,InStock,4,2600,2600,2166.6665,,,2600,0,0,Matched (3)
imp_103,Italia,1,Pastas largas,Pastas largas,1,gr,8/29/2024,0,-4,0,InStock,,9700,9700,9700,,,9700,0,0,Matched (3)
imp_139,Brasil,1,Yerba,Yerba,2,gr,8/29/2024,0,-4,0,InStock,,4350,4350,8700,,,4350,0,0,Matched (3)
arg_2,Argentina,0,Galletitas,Galletitas,2.2727273,gr,8/29/2024,0,-4,0,InStock,,1050,1050,2386.3635,,,1050,0,0,Matched (3)
arg_25,Argentina,0,Bebidas vegetales,Bebidas vegetales,1,ml,8/29/2024,0,-4,0,InStock,,3140,3140,3140,,,3140,0,0,Matched (3)
arg_77,Argentina,0,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,,1500,1500,1500,,,1500,0,0,Matched (3)
arg_71,Argentina,0,Salsa de tomate,Salsa de tomate,0.5494506,gr,8/29/2024,0,-4,0,InStock,27,1800,1800,989.01105,,,1800,0,0,Matched (3)
arg_16,Argentina,0,Mermelada,Mermelada,1.2820513,gr,8/29/2024,0,-4,0,InStock,9,2600,2600,3333.3335,,,2600,0,0,Matched (3)
imp_241,Brasil,1,Snack,Snack,0.9174312,gr,8/29/2024,0,-4,0,InStock,2,4850,4850,4449.541,,,4850,0,0,Matched (3)
arg_48,Argentina,0,Cerveza,Cerveza,1.4084507,ml,8/29/2024,0,-4,0,InStock,,2142,2142,3016.9014,,,2142,0,0,Matched (3)
imp_243,Ecuador,1,Pescado enlatado,Pescado enlatado,0.5882353,gr,8/29/2024,0,-4,0,InStock,8,1300,1300,764.70593,,,1300,0,0,Matched (3)
arg_140,Argentina,0,Arroz,Arroz,2,gr,8/29/2024,0,-4,0,InStock,,3100,3100,6200,,,3100,0,0,Matched (3)
arg_186,Argentina,0,Galletitas,Galletitas,0.4,gr,8/29/2024,0,-4,0,InStock,,2350,2350,940,,,2350,0,0,Matched (3)
imp_27,Brasil,1,Chocolate,Chocolate,1.1764706,gr,8/29/2024,0,-4,0,InStock,5,3200,3200,3764.706,,,3200,0,0,Matched (3)
arg_62,Argentina,0,Salsa preparada,Salsa preparada,1.4705882,gr,8/29/2024,0,-4,0,InStock,14,900,900,1323.5294,,,900,0,0,Matched (3)
arg_37,Argentina,0,Risotto,Risotto,1.0416666,gr,8/29/2024,0,-4,0,InStock,,3100,3100,3229.1665,,,3100,0,0,Matched (3)
arg_5,Argentina,0,Cafe molido,Cafe molido,2,gr,8/29/2024,0,-4,0,InStock,,7135,7135,14270,,,7135,0,0,Matched (3)
arg_183,Argentina,0,Galletitas,Galletitas,0.44444445,gr,8/29/2024,0,-4,0,InStock,,2900,2900,1288.8889,,,2900,0,0,Matched (3)
arg_33,Argentina,0,Condimento liquido,Condimento liquido,1,ml,8/29/2024,0,-4,0,InStock,5,3100,3100,3100,,,3100,0,0,Matched (3)
imp_145,España,1,Mermelada,Mermelada,1.4285715,gr,8/29/2024,0,-4,0,InStock,33,5500,5500,7857.143,,,5500,0,0,Matched (3)
imp_44,Colombia,1,Cafe molido,Cafe molido,4,gr,8/29/2024,0,-4,0,InStock,,23300,23300,93200,,,23300,0,0,Matched (3)
arg_167,Argentina,0,Te,Te,0.02,u,8/29/2024,0,-4,0,InStock,,1850,1850,37,,,1850,0,0,Matched (3)
arg_27,Argentina,0,Condimento,Condimento,4.347826,gr,8/29/2024,0,-4,0,InStock,,800,800,3478.2607,,,800,0,0,Matched (3)
arg_174,Argentina,0,Te,Te,0.01,u,8/29/2024,0,-4,0,InStock,,4338,4338,43.379997,,,4338,0,0,Matched (3)
arg_154,Argentina,0,Queso,Queso,1,gr,8/29/2024,0,-4,0,InStock,2,26958,26958,26958,,,26958,0,0,Matched (3)
arg_55,Argentina,0,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,,7400,7400,7400,,,7400,0,0,Matched (3)
imp_30,Holanda,1,Bombones,Bombones,1.4285715,gr,8/29/2024,0,-4,0,InStock,,11250,11250,16071.429,,,11250,0,0,Matched (3)
imp_64,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,8/29/2024,0,-4,0,InStock,,9500,9500,950,,,9500,0,0,Matched (3)
arg_45,Argentina,0,Cerveza,Cerveza,1.4084507,ml,8/29/2024,0,-4,0,InStock,,4251,4251,5987.324,,,4251,0,0,Matched (3)
arg_23,Argentina,0,Galletitas,Galletitas,0.5555556,gr,8/29/2024,0,-4,0,InStock,,1200,1200,666.6667,,,1200,0,0,Matched (3)
arg_32,Argentina,0,Aceite,Aceite,2,ml,8/29/2024,0,-4,0,InStock,,16850,16850,33700,,,16850,0,0,Matched (3)
arg_38,Argentina,0,Pastas largas,Pastas largas,1,gr,8/29/2024,0,-4,0,InStock,,2500,2500,2500,,,2500,0,0,Matched (3)
imp_108,Italia,1,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,11,9700,9700,9700,,,9700,0,0,Matched (3)
arg_51,Argentina,0,Chocolate,Chocolate,4,gr,8/29/2024,0,-4,0,InStock,,900,900,3600,,,900,0,0,Matched (3)
arg_61,Argentina,0,Salsa preparada,Salsa preparada,1.4705882,gr,8/29/2024,0,-4,0,InStock,28,850,850,1250,,,850,0,0,Matched (3)
arg_136,Argentina,0,Arroz,Arroz,2,gr,8/29/2024,0,-4,0,InStock,,1850,1850,3700,,,1850,0,0,Matched (3)
arg_14,Argentina,0,Yerba,Yerba,2,gr,8/29/2024,0,-4,0,InStock,1,1890,1890,3780,,,1890,0,0,Matched (3)
imp_234,Brasil,1,Capsulas de cafe,Capsulas de cafe,0.0625,u,8/29/2024,0,-4,0,InStock,,16715,16715,1044.6875,,,16715,0,0,Matched (3)
arg_148,Argentina,0,Aceitunas,Aceitunas,0.6666667,gr,8/29/2024,0,-4,0,InStock,,1600,1600,1066.6667,,,1600,0,0,Matched (3)
imp_73,Mexico,1,Enlatados,Enlatados,1.25,gr,8/29/2024,0,-4,0,InStock,15,7550,7550,9437.5,,,7550,0,0,Matched (3)
imp_212,Grecia,1,Queso,Queso,6.6666665,gr,8/29/2024,0,-4,0,InStock,12,9999,9999,66660,,,9999,0,0,Matched (3)
imp_124,Argentina,0,Pastas largas,Pastas largas,1,gr,8/29/2024,0,-4,0,InStock,,1200,1200,1200,,,1200,0,0,Matched (3)
arg_153,Argentina,0,Enlatados,Enlatados,2.2727273,gr,8/29/2024,0,-4,0,InStock,,11500,11500,26136.363,,,11500,0,0,Matched (3)
imp_2,Suiza,1,Chocolate,Chocolate,0.33333334,gr,8/29/2024,0,-4,0,InStock,,28850,28850,9616.667,,,28850,0,0,Matched (3)
imp_55,España,1,Capsulas de cafe,Capsulas de cafe,0.1,u,8/29/2024,0,-4,0,InStock,,10400,10400,1040,,,10400,0,0,Matched (3)
arg_60,Argentina,0,Salsa de tomate,Salsa de tomate,1.25,gr,8/29/2024,0,-4,0,InStock,2,1400,1400,1750,,,1400,0,0,Matched (3)
imp_84,Argentina,0,Condimento,Condimento,2.4390244,gr,8/29/2024,0,-4,0,InStock,,6800,6800,16585.367,,,6800,0,0,Matched (3)
imp_129,Holanda,1,Cerveza,Cerveza,2,ml,8/29/2024,0,-4,0,InStock,,5450,5450,10900,,,5450,0,0,Matched (3)
arg_74,Argentina,0,Pastas largas,Pastas largas,1,gr,8/29/2024,0,-4,0,InStock,,1200,1200,1200,,,1200,0,0,Matched (3)
imp_135,Polonia,1,Te,Te,0.1,u,8/29/2024,0,-4,0,InStock,31,5250,5250,525,,,5250,0,0,Matched (3)
arg_57,Argentina,0,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,,7400,7400,7400,,,7400,0,0,Matched (3)
imp_3,Suiza,1,Chocolate,Chocolate,0.33333334,gr,8/29/2024,0,-4,0,InStock,,28850,28850,9616.667,,,28850,0,0,Matched (3)
arg_173,Argentina,0,Te,Te,0.05,u,8/29/2024,0,-4,0,InStock,37,1000,1000,50,,,1000,0,0,Matched (3)
arg_141,Argentina,0,Risotto,Risotto,1.25,gr,8/29/2024,0,-4,0,InStock,,2700,2700,3375,,,2700,0,0,Matched (3)
imp_111,Italia,1,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,,8750,8750,8750,,,8750,0,0,Matched (3)
arg_12,Argentina,0,Te,Te,0.05,u,8/29/2024,0,-4,0,InStock,40,1050,1050,52.5,,,1050,0,0,Matched (3)
imp_83,Argentina,0,Condimento liquido,Condimento liquido,1,ml,8/29/2024,0,-4,0,InStock,11,6150,6150,6150,,,6150,0,0,Matched (3)
imp_5,Holanda,1,Chocolate,Chocolate,1.1764706,gr,8/29/2024,0,-4,0,InStock,,4050,4050,4764.706,,,4050,0,0,Matched (3)
arg_97,Argentina,0,Aderezos,Aderezos,1.0526316,gr,8/29/2024,0,-4,0,InStock,,1762,1762,1854.7369,,,1762,0,0,Matched (3)
imp_232,Francia,1,Queso,Queso,8,gr,8/29/2024,0,-4,0,InStock,,15859,15859,126872,,,15859,0,0,Matched (3)
arg_128,Argentina,0,Arroz,Arroz,1,gr,8/29/2024,0,-4,0,InStock,,3100,3100,3100,,,3100,0,0,Matched (3)
arg_10,Argentina,0,Capsulas de cafe,Capsulas de cafe,0.1,u,8/29/2024,0,-4,0,InStock,,9000,9000,900,,,9000,0,0,Matched (3)
imp_188,Italia,1,Salsa de tomate,Salsa de tomate,0.71428573,gr,8/29/2024,0,-4,0,InStock,,11250,11250,8035.7144,,,11250,0,0,Matched (3)
imp_142,España,1,Mermelada,Mermelada,1.4285715,gr,8/29/2024,0,-4,0,InStock,32,7050,7050,10071.429,,,7050,0,0,Matched (3)
imp_113,Italia,1,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,,9050,9050,9050,,,9050,0,0,Matched (3)
arg_58,Argentina,0,Salsa de tomate,Salsa de tomate,1.25,gr,8/29/2024,0,-4,0,InStock,,1150,1150,1437.5,,,1150,0,0,Matched (3)
imp_146,Francia,1,Mermelada,Mermelada,1.3513514,gr,8/29/2024,0,-4,0,InStock,,14350,14350,19391.893,,,14350,0,0,Matched (3)
arg_93,Argentina,0,Capsulas de cafe,Capsulas de cafe,0.083333336,u,8/29/2024,0,-4,0,InStock,,11400,11400,950,,,11400,0,0,Matched (3)
imp_192,Italia,1,Salsa preparada,Salsa preparada,1.25,gr,8/29/2024,0,-4,0,InStock,,8550,8550,10687.5,,,8550,0,0,Matched (3)
imp_186,Italia,1,Salsa de tomate,Salsa de tomate,1.1363636,gr,8/29/2024,0,-4,0,InStock,,7250,7250,8238.637,,,7250,0,0,Matched (3)
arg_85,Argentina,0,Aceite,Aceite,2,ml,8/29/2024,0,-4,0,InStock,22,11400,11400,22800,,,11400,0,0,Matched (3)
arg_59,Argentina,0,Salsa de tomate,Salsa de tomate,1.25,gr,8/29/2024,0,-4,0,InStock,,1250,1250,1562.5,,,1250,0,0,Matched (3)
arg_65,Argentina,0,Salsa preparada,Salsa preparada,1.4705882,gr,8/29/2024,0,-4,0,InStock,,1150,1150,1691.1764,,,1150,0,0,Matched (3)
arg_73,Argentina,0,Salsa de tomate,Salsa de tomate,0.96153843,gr,8/29/2024,0,-4,0,InStock,1,750,750,721.1538,,,750,0,0,Matched (3)
arg_26,Argentina,0,Condimento,Condimento,2,gr,8/29/2024,0,-4,0,InStock,,1350,1350,2700,,,1350,0,0,Matched (3)
arg_54,Argentina,0,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,3,2500,2500,2500,,,2500,0,0,Matched (3)
arg_3,Argentina,0,Galletitas,Galletitas,0.6666667,gr,8/29/2024,0,-4,0,InStock,,1650,1650,1100,,,1650,0,0,Matched (3)
arg_90,Argentina,0,Cafe molido,Cafe molido,20,gr,8/29/2024,0,-4,0,InStock,,4700,4700,94000,,,4700,0,0,Matched (3)
arg_68,Argentina,0,Pastas cortas,Pastas cortas,1,gr,8/29/2024,0,-4,0,InStock,,1350,1350,1350,,,1350,0,0,Matched (3)
imp_229,España,1,Aceitunas,Aceitunas,0.8333333,gr,8/29/2024,0,-4,0,InStock,20,9900,9900,8250,,,9900,0,0,Matched (3)
arg_30,Argentina,0,Enlatados,Enlatados,1.5625,gr,8/29/2024,0,-4,0,InStock,33,700,700,1093.75,,,700,0,0,Matched (3)
imp_195,Italia,1,Salsa de tomate,Salsa de tomate,0.89285713,gr,8/29/2024,0,-4,0,InStock,10,12250,12250,10937.5,,,12250,0,0,Matched (3)
imp_132,Armenia,1,Cerveza,Cerveza,2,ml,8/29/2024,0,-4,0,InStock,31,11850,11850,23700,,,11850,0,0,Matched (3)
arg_15,Argentina,0,Yerba,Yerba,1,gr,8/29/2024,0,-4,0,InStock,,4759,4759,4759,,,4759,0,0,Matched (3)
arg_88,Argentina,0,Cafe molido,Cafe molido,1,gr,8/29/2024,0,-4,0,InStock,,16350,16350,16350,,,16350,0,0,Matched (3)
arg_156,Argentina,0,Queso,Queso,4,gr,8/29/2024,0,-4,0,InStock,40,6998,6998,27992,,,6998,0,0,Matched (3)
imp_248,Italia,1,Te,Te,0.05,u,8/29/2024,0,-4,0,InStock,,4400,4400,220,,,4400,0,0,Matched (3)
imp_164,Estados Unidos,1,Aderezos,Aderezos,1.0373445,gr,8/29/2024,0,-4,0,InStock,,7650,7650,7935.685,,,7650,0,0,Matched (3)
arg_72,Argentina,0,Salsa de tomate,Salsa de tomate,1.25,gr,8/29/2024,0,-4,0,InStock,,950,950,1187.5,,,950,0,0,Matched (3)
arg_159,Argentina,0,Queso,Queso,4.7619047,gr,8/29/2024,0,-4,0,InStock,,5895,5895,28071.428,,,5895,0,0,Matched (3)
imp_19,Suiza,1,Chocolate,Chocolate,1,gr,8/29/2024,0,-4,0,InStock,15,11250,11250,11250,,,11250,0,0,Matched (3)
imp_100,Italia,1,Pastas largas,Pastas largas,1,gr,8/29/2024,0,-4,0,InStock,,8200,8200,8200,,,8200,0,0,Matched (3)
arg_178,Argentina,0,Galletitas,Galletitas,0.84033614,gr,8/29/2024,0,-4,0,InStock,,1405,1405,1180.6722,,,1405,0,0,Matched (3)
imp_69,Italia,1,Condimento,Condimento,2.2222223,gr,8/29/2024,0,-4,0,InStock,,12200,12200,27111.113,,,12200,0,0,Matched (3)
