prod,origen,imported,subcategoria,categoria_producto,unidad_medida1,unidad_medida2,time,post,timeToTreat,post_imported,stock,max_consecutivos_sin_stock,precio,precio_cont,precio_std,price_var,price_var_cont,first_price_cont,price_variation_c,dolar_variation,_merge
imp_153,Estados Unidos,1,Aderezos,Aderezos,1.4285715,gr,10/2/2024,1,30,1,InStock,7,1800,1800,2571.4287,0,0,1800,0,2.1649485,Matched (3)
imp_27,Brasil,1,Chocolate,Chocolate,1.1764706,gr,10/2/2024,1,30,1,InStock,5,3200,3200,3764.706,0,0,3200,0,2.1649485,Matched (3)
imp_194,Italia,1,Aderezos,Aderezos,1.1111112,gr,10/2/2024,1,30,1,InStock,,10450,10450,11611.111,0,0,10450,0,2.1649485,Matched (3)
imp_46,Italia,1,Cafe molido,Cafe molido,4,gr,10/2/2024,1,30,1,InStock,,17500,17500,70000,0,0,17500,0,2.1649485,Matched (3)
imp_21,Suiza,1,Chocolate,Chocolate,0.2857143,gr,10/2/2024,1,30,1,InStock,7,38400,38400,10971.429,0,0,38400,0,2.1649485,Matched (3)
imp_138,Polonia,1,Te,Te,0.1,u,10/2/2024,1,30,1,InStock,,5300,5300,530,0,0,5300,0,2.1649485,Matched (3)
imp_137,Polonia,1,Te,Te,0.1,u,10/2/2024,1,30,1,OutOfStock,38,,5250,525,,0,5250,0,2.1649485,Matched (3)
arg_109,Argentina,0,Bombones,Bombones,1.0162601,gr,10/2/2024,1,30,0,InStock,,6460,6460,6565.0405,2.4583664,2.4583664,6105,5.8149056,2.1649485,Matched (3)
imp_47,Italia,1,Cafe molido,Cafe molido,4,gr,10/2/2024,1,30,1,InStock,,10650,10650,42600,0,0,10650,0,2.1649485,Matched (3)
arg_147,Argentina,0,Aceitunas,Aceitunas,1.6666666,gr,10/2/2024,1,30,0,InStock,,1200,1200,2000,0,0,1200,0,2.1649485,Matched (3)
imp_84,Argentina,0,Condimento,Condimento,2.4390244,gr,10/2/2024,1,30,0,InStock,,6800,6800,16585.367,0,0,6800,0,2.1649485,Matched (3)
arg_11,Argentina,0,Te,Te,0.05,u,10/2/2024,1,30,0,InStock,,1800,1800,90,0,0,1700,5.882353,2.1649485,Matched (3)
arg_110,Argentina,0,Chocolate,Chocolate,1.1111112,gr,10/2/2024,1,30,0,InStock,,2950,2950,3277.7778,0,0,2950,0,2.1649485,Matched (3)
imp_79,Argentina,0,Condimento liquido,Condimento liquido,3.5714285,ml,10/2/2024,1,30,0,InStock,,4350,4350,15535.714,0,0,4350,0,2.1649485,Matched (3)
arg_173,Argentina,0,Te,Te,0.05,u,10/2/2024,1,30,0,OutOfStock,37,,1000,50,,0,1000,0,2.1649485,Matched (3)
arg_126,Argentina,0,Snack,Snack,0.37037036,gr,10/2/2024,1,30,0,InStock,,3950,3950,1462.9629,5.3333335,5.3333335,3750,5.3333335,2.1649485,Matched (3)
arg_150,Argentina,0,Aceitunas,Aceitunas,2.5,gr,10/2/2024,1,30,0,InStock,,1450,1450,3625,0,0,1450,0,2.1649485,Matched (3)
imp_69,Italia,1,Condimento,Condimento,2.2222223,gr,10/2/2024,1,30,1,InStock,,12200,12200,27111.113,0,0,12200,0,2.1649485,Matched (3)
imp_48,Italia,1,Cafe molido,Cafe molido,4,gr,10/2/2024,1,30,1,InStock,,11350,11350,45400,0,0,11350,0,2.1649485,Matched (3)
imp_135,Polonia,1,Te,Te,0.1,u,10/2/2024,1,30,1,OutOfStock,31,,5250,525,,0,5250,0,2.1649485,Matched (3)
arg_180,Argentina,0,Galletitas,Galletitas,0.84745765,gr,10/2/2024,1,30,0,InStock,,1476,1476,1250.8475,0,0,1448,1.9337016,2.1649485,Matched (3)
arg_135,Argentina,0,Risotto,Risotto,1.0416666,gr,10/2/2024,1,30,0,InStock,,2600,2600,2708.3333,0,0,2600,0,2.1649485,Matched (3)
imp_225,España,1,Aceitunas,Aceitunas,2.3529413,gr,10/2/2024,1,30,1,OutOfStock,13,,2900,6823.53,,0,2900,0,2.1649485,Matched (3)
arg_117,Argentina,0,Snack,Snack,0.3030303,gr,10/2/2024,1,30,0,InStock,2,6843,6843,2073.6365,1.806269,1.806269,7291,-6.144562,2.1649485,Matched (3)
arg_10,Argentina,0,Capsulas de cafe,Capsulas de cafe,0.1,u,10/2/2024,1,30,0,InStock,,9000,9000,900,0,0,9000,0,2.1649485,Matched (3)
imp_239,Brasil,1,Bombones,Bombones,1,gr,10/2/2024,1,30,1,InStock,8,6450,6450,6450,0,0,6050,6.6115704,2.1649485,Matched (3)
imp_76,España,1,Condimento,Condimento,3.8461537,gr,10/2/2024,1,30,1,OutOfStock,39,,7350,28269.23,,0,7350,0,2.1649485,Matched (3)
arg_32,Argentina,0,Aceite,Aceite,2,ml,10/2/2024,1,30,0,InStock,,17971,17971,35942,0,0,16850,6.652819,2.1649485,Matched (3)
imp_158,Estados Unidos,1,Aderezos,Aderezos,1.4285715,gr,10/2/2024,1,30,1,InStock,,2300,2300,3285.7144,0,0,2300,0,2.1649485,Matched (3)
imp_33,Brasil,1,Golosinas,Golosinas,0.98039216,gr,10/2/2024,1,30,1,InStock,10,3100,3100,3039.2156,0,0,3100,0,2.1649485,Matched (3)
arg_83,Argentina,0,Aceite,Aceite,2,ml,10/2/2024,1,30,0,InStock,,11800,11800,23600,0,0,11800,0,2.1649485,Matched (3)
arg_137,Argentina,0,Arroz,Arroz,1,gr,10/2/2024,1,30,0,OutOfStock,33,,3200,3200,,0,3200,0,2.1649485,Matched (3)
arg_97,Argentina,0,Aderezos,Aderezos,1.0526316,gr,10/2/2024,1,30,0,InStock,,1902,1902,2002.1053,0,0,1762,7.9455166,2.1649485,Matched (3)
imp_142,España,1,Mermelada,Mermelada,1.4285715,gr,10/2/2024,1,30,1,OutOfStock,32,,7050,10071.429,,0,7050,0,2.1649485,Matched (3)
arg_158,Argentina,0,Queso,Queso,1,gr,10/2/2024,1,30,0,OutOfStock,34,,24748,24748,,0,24748,0,2.1649485,Matched (3)
arg_164,Argentina,0,Queso,Queso,10,gr,10/2/2024,1,30,0,InStock,6,4650,4650,46500,0,0,4039,15.127507,2.1649485,Matched (3)
arg_39,Argentina,0,Pastas largas,Pastas largas,1,gr,10/2/2024,1,30,0,InStock,,2100,2100,2100,0,0,2100,0,2.1649485,Matched (3)
arg_88,Argentina,0,Cafe molido,Cafe molido,1,gr,10/2/2024,1,30,0,InStock,,17150,17150,17150,0,0,16350,4.8929663,2.1649485,Matched (3)
imp_87,Italia,1,Arroz,Arroz,1,gr,10/2/2024,1,30,1,InStock,,16350,16350,16350,0,0,16350,0,2.1649485,Matched (3)
imp_170,Brasil,1,Condimento liquido,Condimento liquido,1.6666666,ml,10/2/2024,1,30,1,InStock,,6800,6800,11333.333,0,0,6800,0,2.1649485,Matched (3)
imp_52,Italia,1,Cafe molido,Cafe molido,2,gr,10/2/2024,1,30,1,InStock,,26500,26500,53000,0,0,26500,0,2.1649485,Matched (3)
imp_111,Italia,1,Pastas cortas,Pastas cortas,1,gr,10/2/2024,1,30,1,InStock,,8750,8750,8750,0,0,8750,0,2.1649485,Matched (3)
arg_120,Argentina,0,Snack,Snack,1.4285715,gr,10/2/2024,1,30,0,InStock,,2700,2700,3857.143,0,0,2700,0,2.1649485,Matched (3)
arg_151,Argentina,0,Aceitunas,Aceitunas,1,gr,10/2/2024,1,30,0,InStock,,3200,3200,3200,0,0,3200,0,2.1649485,Matched (3)
arg_64,Argentina,0,Salsa preparada,Salsa preparada,1.4705882,gr,10/2/2024,1,30,0,OutOfStock,29,,1000,1470.5883,,0,1000,0,2.1649485,Matched (3)
imp_131,Holanda,1,Cerveza,Cerveza,2,ml,10/2/2024,1,30,1,InStock,,6700,6700,13400,0,0,5950,12.605042,2.1649485,Matched (3)
imp_35,Argentina,0,Galletitas,Galletitas,0.5,gr,10/2/2024,1,30,0,InStock,1,3723,3723,1861.5,0,0,3652,1.9441402,2.1649485,Matched (3)
imp_191,Italia,1,Salsa de tomate,Salsa de tomate,1.25,gr,10/2/2024,1,30,1,InStock,3,7050,7050,8812.5,0,0,7050,0,2.1649485,Matched (3)
arg_183,Argentina,0,Galletitas,Galletitas,0.44444445,gr,10/2/2024,1,30,0,InStock,,2900,2900,1288.8889,0,0,2900,0,2.1649485,Matched (3)
arg_134,Argentina,0,Arroz,Arroz,2,gr,10/2/2024,1,30,0,InStock,,3150,3150,6300,0,0,3000,5,2.1649485,Matched (3)
arg_119,Argentina,0,Snack,Snack,1.2987013,gr,10/2/2024,1,30,0,InStock,,2700,2700,3506.4934,0,0,2700,0,2.1649485,Matched (3)
imp_123,Argentina,0,Pastas cortas,Pastas cortas,1,gr,10/2/2024,1,30,0,InStock,3,2500,2500,2500,0,0,2500,0,2.1649485,Matched (3)
arg_113,Argentina,0,Bombones,Bombones,1.0964912,gr,10/2/2024,1,30,0,InStock,,6350,6350,6962.719,0,0,5950,6.722689,2.1649485,Matched (3)
imp_235,Reino Unido,1,Capsulas de cafe,Capsulas de cafe,0.0625,u,10/2/2024,1,30,1,InStock,5,16900,16900,1056.25,0,0,16406,3.0110936,2.1649485,Matched (3)
imp_13,Suiza,1,Chocolate,Chocolate,1,gr,10/2/2024,1,30,1,InStock,,9800,9800,9800,0,0,9800,0,2.1649485,Matched (3)
arg_30,Argentina,0,Enlatados,Enlatados,1.5625,gr,10/2/2024,1,30,0,OutOfStock,33,,700,1093.75,,0,700,0,2.1649485,Matched (3)
imp_144,España,1,Mermelada,Mermelada,1.4285715,gr,10/2/2024,1,30,1,InStock,1,5500,5500,7857.143,0,0,6700,-17.910448,2.1649485,Matched (3)
arg_52,Argentina,0,Golosinas,Golosinas,0.6666667,gr,10/2/2024,1,30,0,InStock,17,4050,4050,2700,0,0,4050,0,2.1649485,Matched (3)
arg_8,Argentina,0,Cafe molido,Cafe molido,2,gr,10/2/2024,1,30,0,InStock,,8200,8200,16400,0,0,7450,10.067114,2.1649485,Matched (3)
arg_94,Argentina,0,Capsulas de cafe,Capsulas de cafe,0.1,u,10/2/2024,1,30,0,InStock,,7750,7750,775,0,0,7600,1.9736842,2.1649485,Matched (3)
imp_232,Francia,1,Queso,Queso,8,gr,10/2/2024,1,30,1,InStock,,15859,15859,126872,0,0,15859,0,2.1649485,Matched (3)
arg_132,Argentina,0,Enlatados,Enlatados,1.25,gr,10/2/2024,1,30,0,InStock,,1800,1800,2250,0,0,1800,0,2.1649485,Matched (3)
imp_226,España,1,Aceitunas,Aceitunas,2.3529413,gr,10/2/2024,1,30,1,OutOfStock,10,,2900,6823.53,,0,2900,0,2.1649485,Matched (3)
arg_51,Argentina,0,Chocolate,Chocolate,4,gr,10/2/2024,1,30,0,InStock,,1000,1000,4000,0,0,900,11.111111,2.1649485,Matched (3)
imp_73,Mexico,1,Enlatados,Enlatados,1.25,gr,10/2/2024,1,30,1,InStock,15,5700,5700,7125,0,0,7550,-24.503311,2.1649485,Matched (3)
arg_55,Argentina,0,Chocolate,Chocolate,1,gr,10/2/2024,1,30,0,InStock,,7400,7400,7400,0,0,7400,0,2.1649485,Matched (3)
imp_39,Argentina,0,Cafe molido,Cafe molido,2,gr,10/2/2024,1,30,0,InStock,,7609,7609,15218,0,0,7246,5.0096607,2.1649485,Matched (3)
arg_153,Argentina,0,Enlatados,Enlatados,2.2727273,gr,10/2/2024,1,30,0,InStock,,11500,11500,26136.363,0,0,11500,0,2.1649485,Matched (3)
arg_163,Argentina,0,Queso,Queso,1,gr,10/2/2024,1,30,0,InStock,,14900,14900,14900,0,0,17865,-16.596697,2.1649485,Matched (3)
imp_101,Italia,1,Pastas largas,Pastas largas,1,gr,10/2/2024,1,30,1,InStock,,10200,10200,10200,0,0,10200,0,2.1649485,Matched (3)
imp_57,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,10/2/2024,1,30,1,InStock,,8800,8800,880,0,0,8800,0,2.1649485,Matched (3)
arg_75,Argentina,0,Pastas cortas,Pastas cortas,1,gr,10/2/2024,1,30,0,InStock,,1200,1200,1200,0,0,1200,0,2.1649485,Matched (3)
imp_97,Italia,1,Pastas largas,Pastas largas,1,gr,10/2/2024,1,30,1,InStock,,6700,6700,6700,0,0,6700,0,2.1649485,Matched (3)
arg_172,Argentina,0,Te,Te,0.05,u,10/2/2024,1,30,0,InStock,,1850,1850,92.5,0,0,1800,2.7777777,2.1649485,Matched (3)
imp_145,España,1,Mermelada,Mermelada,1.4285715,gr,10/2/2024,1,30,1,OutOfStock,33,,5500,7857.143,,0,5500,0,2.1649485,Matched (3)
arg_23,Argentina,0,Galletitas,Galletitas,0.5555556,gr,10/2/2024,1,30,0,InStock,,1200,1200,666.6667,0,0,1200,0,2.1649485,Matched (3)
imp_195,Italia,1,Salsa de tomate,Salsa de tomate,0.89285713,gr,10/2/2024,1,30,1,OutOfStock,10,,12250,10937.5,,0,12250,0,2.1649485,Matched (3)
arg_181,Argentina,0,Galletitas,Galletitas,0.4,gr,10/2/2024,1,30,0,InStock,,1750,1750,700,0,0,1550,12.903226,2.1649485,Matched (3)
arg_133,Argentina,0,Arroz,Arroz,1,gr,10/2/2024,1,30,0,InStock,,2500,2500,2500,0,0,2500,0,2.1649485,Matched (3)
arg_13,Argentina,0,Te,Te,0.05,u,10/2/2024,1,30,0,InStock,,1300,1300,65,0,0,1300,0,2.1649485,Matched (3)
imp_155,Mexico,1,Aderezos,Aderezos,1.2594458,gr,10/2/2024,1,30,1,InStock,,4350,4350,5478.5894,0,0,4350,0,2.1649485,Matched (3)
imp_242,Ecuador,1,Pescado enlatado,Pescado enlatado,0.8333333,gr,10/2/2024,1,30,1,InStock,,2500,2500,2083.3333,0,0,2500,0,2.1649485,Matched (3)
arg_73,Argentina,0,Salsa de tomate,Salsa de tomate,0.96153843,gr,10/2/2024,1,30,0,InStock,1,750,750,721.1538,0,0,750,0,2.1649485,Matched (3)
arg_56,Argentina,0,Chocolate,Chocolate,2,gr,10/2/2024,1,30,0,InStock,,1150,1150,2300,0,0,1150,0,2.1649485,Matched (3)
imp_65,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,10/2/2024,1,30,1,InStock,,10200,10200,1020,0,0,10200,0,2.1649485,Matched (3)
imp_83,Argentina,0,Condimento liquido,Condimento liquido,1,ml,10/2/2024,1,30,0,OutOfStock,11,,6150,6150,,0,6150,0,2.1649485,Matched (3)
imp_231,España,1,Aceitunas,Aceitunas,0.8333333,gr,10/2/2024,1,30,1,InStock,,10650,10650,8875,0,0,10650,0,2.1649485,Matched (3)
arg_21,Argentina,0,Mermelada,Mermelada,1.9230769,gr,10/2/2024,1,30,0,InStock,,7350,7350,14134.615,0,0,6200,18.548388,2.1649485,Matched (3)
arg_152,Argentina,0,Aceitunas,Aceitunas,1.6,gr,10/2/2024,1,30,0,InStock,,1991,1991,3185.6,0,0,1991,0,2.1649485,Matched (3)
arg_111,Argentina,0,Chocolate,Chocolate,0.6666667,gr,10/2/2024,1,30,0,InStock,2,5700,5700,3800,0,0,4900,16.32653,2.1649485,Matched (3)
imp_113,Italia,1,Pastas cortas,Pastas cortas,1,gr,10/2/2024,1,30,1,InStock,,9050,9050,9050,0,0,9050,0,2.1649485,Matched (3)
arg_36,Argentina,0,Arroz,Arroz,1,gr,10/2/2024,1,30,0,InStock,,2650,2650,2650,0,0,2650,0,2.1649485,Matched (3)
arg_31,Argentina,0,Enlatados,Enlatados,1.6666666,gr,10/2/2024,1,30,0,InStock,12,850,850,1416.6666,0,0,850,0,2.1649485,Matched (3)
arg_16,Argentina,0,Mermelada,Mermelada,1.2820513,gr,10/2/2024,1,30,0,InStock,9,3050,3050,3910.2566,0,0,2600,17.307692,2.1649485,Matched (3)
arg_99,Argentina,0,Aderezos,Aderezos,1,gr,10/2/2024,1,30,0,InStock,,3100,3100,3100,0,0,2550,21.568628,2.1649485,Matched (3)
arg_130,Argentina,0,Arroz,Arroz,2,gr,10/2/2024,1,30,0,InStock,,2550,2550,5100,0,0,2550,0,2.1649485,Matched (3)
imp_25,España,1,Chocolate,Chocolate,1,gr,10/2/2024,1,30,1,OutOfStock,40,,7750,7750,,0,7750,0,2.1649485,Matched (3)
imp_59,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,10/2/2024,1,30,1,InStock,11,8800,8800,880,0,0,8800,0,2.1649485,Matched (3)
arg_166,Argentina,0,Te,Te,0.04,u,10/2/2024,1,30,0,InStock,,1500,1500,60,0,0,1450,3.4482758,2.1649485,Matched (3)
imp_171,Estados Unidos,1,Aderezos,Aderezos,0.98039216,gr,10/2/2024,1,30,1,InStock,,7650,7650,7500,0,0,7650,0,2.1649485,Matched (3)
imp_8,Holanda,1,Chocolate,Chocolate,1,gr,10/2/2024,1,30,1,InStock,,4050,4050,4050,0,0,4050,0,2.1649485,Matched (3)
imp_71,Italia,1,Condimento,Condimento,6.6666665,gr,10/2/2024,1,30,1,InStock,,12100,12100,80666.664,0,0,12100,0,2.1649485,Matched (3)
imp_91,Italia,1,Risotto,Risotto,0.25,gr,10/2/2024,1,30,1,InStock,,9300,9300,2325,0,0,9300,0,2.1649485,Matched (3)
imp_62,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,10/2/2024,1,30,1,OutOfStock,39,,9500,950,,0,9500,0,2.1649485,Matched (3)
arg_48,Argentina,0,Cerveza,Cerveza,1.4084507,ml,10/2/2024,1,30,0,InStock,,2250,2250,3169.0142,0,0,2142,5.042017,2.1649485,Matched (3)
arg_45,Argentina,0,Cerveza,Cerveza,1.4084507,ml,10/2/2024,1,30,0,InStock,,4251,4251,5987.324,0,0,4251,0,2.1649485,Matched (3)
imp_54,España,1,Capsulas de cafe,Capsulas de cafe,0.1,u,10/2/2024,1,30,1,InStock,10,10300,10300,1030,0,0,10300,0,2.1649485,Matched (3)
imp_26,España,1,Chocolate,Chocolate,1,gr,10/2/2024,1,30,1,InStock,,7750,7750,7750,0,0,7750,0,2.1649485,Matched (3)
arg_87,Argentina,0,Aceite,Aceite,2,ml,10/2/2024,1,30,0,OutOfStock,9,,14749,29498,,0,14750,-0.006779661,2.1649485,Matched (3)
imp_17,Suiza,1,Chocolate,Chocolate,1,gr,10/2/2024,1,30,1,InStock,,11250,11250,11250,0,0,11250,0,2.1649485,Matched (3)
imp_51,Italia,1,Cafe molido,Cafe molido,4,gr,10/2/2024,1,30,1,InStock,10,11350,11350,45400,0,0,11350,0,2.1649485,Matched (3)
arg_121,Argentina,0,Snack,Snack,0.2857143,gr,10/2/2024,1,30,0,OutOfStock,22,,4050,1157.143,,0,4050,0,2.1649485,Matched (3)
arg_171,Argentina,0,Te,Te,0.04,u,10/2/2024,1,30,0,InStock,1,1150,1150,46,0,0,1050,9.523809,2.1649485,Matched (3)
imp_43,Colombia,1,Cafe molido,Cafe molido,4,gr,10/2/2024,1,30,1,InStock,,23300,23300,93200,0,0,23300,0,2.1649485,Matched (3)
imp_88,Italia,1,Arroz,Arroz,1,gr,10/2/2024,1,30,1,OutOfStock,24,,16600,16600,,0,16600,0,2.1649485,Matched (3)
imp_86,Italia,1,Arroz,Arroz,2,gr,10/2/2024,1,30,1,OutOfStock,27,,12900,25800,,0,12900,0,2.1649485,Matched (3)
arg_143,Argentina,0,Pescado enlatado,Pescado enlatado,1.1111112,gr,10/2/2024,1,30,0,InStock,11,5350,5350,5944.445,0,0,5000,7,2.1649485,Matched (3)
arg_124,Argentina,0,Snack,Snack,1.2987013,gr,10/2/2024,1,30,0,InStock,2,2600,2600,3376.6233,0,0,2600,0,2.1649485,Matched (3)
imp_229,España,1,Aceitunas,Aceitunas,0.8333333,gr,10/2/2024,1,30,1,OutOfStock,20,,9900,8250,,0,9900,0,2.1649485,Matched (3)
imp_105,Italia,1,Pastas cortas,Pastas cortas,1,gr,10/2/2024,1,30,1,InStock,9,10527.99,10527.99,10527.99,0,0,10527.99,-2.23E-06,2.1649485,Matched (3)
imp_64,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,10/2/2024,1,30,1,InStock,,9500,9500,950,0,0,9500,0,2.1649485,Matched (3)
arg_90,Argentina,0,Cafe molido,Cafe molido,20,gr,10/2/2024,1,30,0,InStock,,4700,4700,94000,0,0,4700,0,2.1649485,Matched (3)
arg_41,Argentina,0,Pastas cortas,Pastas cortas,1,gr,10/2/2024,1,30,0,InStock,,1400,1400,1400,0,0,1400,0,2.1649485,Matched (3)
imp_45,Colombia,1,Cafe molido,Cafe molido,4,gr,10/2/2024,1,30,1,InStock,,23300,23300,93200,0,0,23300,0,2.1649485,Matched (3)
imp_44,Colombia,1,Cafe molido,Cafe molido,4,gr,10/2/2024,1,30,1,InStock,,23300,23300,93200,0,0,23300,0,2.1649485,Matched (3)
arg_53,Argentina,0,Chocolate,Chocolate,1,gr,10/2/2024,1,30,0,InStock,,2450,2450,2450,0,0,2450,0,2.1649485,Matched (3)
arg_65,Argentina,0,Salsa preparada,Salsa preparada,1.4705882,gr,10/2/2024,1,30,0,InStock,,1200,1200,1764.7058,40.490547,40.490547,1150,4.347826,2.1649485,Matched (3)
imp_96,Italia,1,Pastas largas,Pastas largas,1,gr,10/2/2024,1,30,1,InStock,4,6700,6700,6700,0,0,6700,0,2.1649485,Matched (3)
imp_12,Suiza,1,Chocolate,Chocolate,1,gr,10/2/2024,1,30,1,InStock,,9300,9300,9300,0,0,9300,0,2.1649485,Matched (3)
imp_15,Suiza,1,Chocolate,Chocolate,1,gr,10/2/2024,1,30,1,InStock,,9800,9800,9800,0,0,9800,0,2.1649485,Matched (3)
imp_30,Holanda,1,Bombones,Bombones,1.4285715,gr,10/2/2024,1,30,1,InStock,,11250,11250,16071.429,0,0,11250,0,2.1649485,Matched (3)
imp_207,Alemania,1,Queso,Queso,8,gr,10/2/2024,1,30,1,InStock,,9999,9999,79992,0,0,9999,0,2.1649485,Matched (3)
arg_123,Argentina,0,Snack,Snack,0.6666667,gr,10/2/2024,1,30,0,InStock,5,2300,2300,1533.3334,0,0,2300,0,2.1649485,Matched (3)
imp_247,Francia,1,Queso,Queso,8,gr,10/2/2024,1,30,1,InStock,,14969,14969,119752,0,0,14969,0,2.1649485,Matched (3)
imp_93,Italia,1,Risotto,Risotto,1.1904762,gr,10/2/2024,1,30,1,InStock,,5600,5600,6666.6665,0,0,5600,0,2.1649485,Matched (3)
imp_241,Brasil,1,Snack,Snack,0.9174312,gr,10/2/2024,1,30,1,InStock,2,4850,4850,4449.541,0,0,4850,0,2.1649485,Matched (3)
arg_138,Argentina,0,Arroz,Arroz,2,gr,10/2/2024,1,30,0,OutOfStock,28,,4200,8400,,0,4200,0,2.1649485,Matched (3)
imp_167,Estados Unidos,1,Aderezos,Aderezos,1.4705882,gr,10/2/2024,1,30,1,InStock,,7650,7650,11250,0,0,7650,0,2.1649485,Matched (3)
arg_165,Argentina,0,Te,Te,0.02,u,10/2/2024,1,30,0,InStock,,1431,1431,28.619999,0,0,1262,13.391442,2.1649485,Matched (3)
imp_10,Suiza,1,Chocolate,Chocolate,1,gr,10/2/2024,1,30,1,InStock,,10200,10200,10200,0,0,10200,0,2.1649485,Matched (3)
imp_133,Italia,1,Queso,Queso,1,gr,10/2/2024,1,30,1,InStock,,39910,39910,39910,3.9891608,3.9891608,38379,3.9891608,2.1649485,Matched (3)
arg_144,Argentina,0,Pescado enlatado,Pescado enlatado,0.2631579,gr,10/2/2024,1,30,0,InStock,,3000,3000,789.4737,0,0,3000,0,2.1649485,Matched (3)
arg_92,Argentina,0,Capsulas de cafe,Capsulas de cafe,0.083333336,u,10/2/2024,1,30,0,InStock,,11400,11400,950,0,0,11400,0,2.1649485,Matched (3)
imp_114,Italia,1,Pastas largas,Pastas largas,1,gr,10/2/2024,1,30,1,InStock,,10674.15,10674.15,10674.15,0,0,10674.15,-3.66E-06,2.1649485,Matched (3)
arg_47,Argentina,0,Cerveza,Cerveza,2.1097047,ml,10/2/2024,1,30,0,InStock,,9010,9010,19008.44,0,0,9010,0,2.1649485,Matched (3)
arg_141,Argentina,0,Risotto,Risotto,1.25,gr,10/2/2024,1,30,0,InStock,,2700,2700,3375,0,0,2700,0,2.1649485,Matched (3)
imp_159,Argentina,0,Aderezos,Aderezos,2.631579,gr,10/2/2024,1,30,0,InStock,24,3350,3350,8815.789,,0,3350,0,2.1649485,Matched (3)
arg_27,Argentina,0,Condimento,Condimento,4.347826,gr,10/2/2024,1,30,0,InStock,,800,800,3478.2607,22.833147,22.833147,800,0,2.1649485,Matched (3)
arg_35,Argentina,0,Arroz,Arroz,1,gr,10/2/2024,1,30,0,InStock,,2600,2600,2600,0,0,2600,0,2.1649485,Matched (3)
arg_33,Argentina,0,Condimento liquido,Condimento liquido,1,ml,10/2/2024,1,30,0,OutOfStock,5,,3550,3550,,0,3100,14.5161295,2.1649485,Matched (3)
arg_50,Argentina,0,Cerveza,Cerveza,2.1141648,ml,10/2/2024,1,30,0,InStock,,1900,1900,4016.913,0,0,1900,0,2.1649485,Matched (3)
arg_18,Argentina,0,Mermelada,Mermelada,1.4285715,gr,10/2/2024,1,30,0,InStock,,9750,9750,13928.571,0,0,8200,18.90244,2.1649485,Matched (3)
imp_165,Estados Unidos,1,Aderezos,Aderezos,1.0373445,gr,10/2/2024,1,30,1,InStock,,7650,7650,7935.685,0,0,7650,0,2.1649485,Matched (3)
arg_162,Argentina,0,Queso,Queso,1,gr,10/2/2024,1,30,0,InStock,,15667,15667,15667,1.9986979,1.9986979,15360,1.9986979,2.1649485,Matched (3)
imp_68,Dinamarca,1,Galletitas,Galletitas,0.6666667,gr,10/2/2024,1,30,1,InStock,,14950,14950,9966.667,0,0,14950,0,2.1649485,Matched (3)
arg_112,Argentina,0,Chocolate,Chocolate,2.2222223,gr,10/2/2024,1,30,0,InStock,,1150,1150,2555.5557,0,0,900,27.777779,2.1649485,Matched (3)
imp_11,Suiza,1,Chocolate,Chocolate,1,gr,10/2/2024,1,30,1,InStock,,10200,10200,10200,0,0,10200,0,2.1649485,Matched (3)
arg_26,Argentina,0,Condimento,Condimento,2,gr,10/2/2024,1,30,0,InStock,,1400,1400,2800,0,0,1350,3.7037036,2.1649485,Matched (3)
imp_55,España,1,Capsulas de cafe,Capsulas de cafe,0.1,u,10/2/2024,1,30,1,InStock,,10400,10400,1040,0,0,10400,0,2.1649485,Matched (3)
arg_80,Argentina,0,Salsa de tomate,Salsa de tomate,0.5154639,gr,10/2/2024,1,30,0,InStock,,1900,1900,979.3814,0,0,1900,0,2.1649485,Matched (3)
imp_156,Mexico,1,Aderezos,Aderezos,2.631579,gr,10/2/2024,1,30,1,InStock,,2300,2300,6052.6313,0,0,2300,0,2.1649485,Matched (3)
arg_86,Argentina,0,Aceite,Aceite,2,ml,10/2/2024,1,30,0,InStock,,13050,13050,26100,0,0,13050,0,2.1649485,Matched (3)
arg_7,Argentina,0,Cafe molido,Cafe molido,4,gr,10/2/2024,1,30,0,InStock,,15750,15750,63000,0,0,15750,0,2.1649485,Matched (3)
arg_17,Argentina,0,Mermelada,Mermelada,1.1013216,gr,10/2/2024,1,30,0,InStock,5,2300,2300,2533.0396,0,0,2100,9.523809,2.1649485,Matched (3)
imp_116,Italia,1,Pastas cortas,Pastas cortas,1,gr,10/2/2024,1,30,1,InStock,6,8700,8700,8700,0,0,8700,0,2.1649485,Matched (3)
arg_67,Argentina,0,Pastas cortas,Pastas cortas,1,gr,10/2/2024,1,30,0,InStock,,1438,1438,1438,6.5185184,6.5185184,1309,9.854851,2.1649485,Matched (3)
arg_145,Argentina,0,Enlatados,Enlatados,1.6666666,gr,10/2/2024,1,30,0,OutOfStock,34,,800,1333.3333,,0,800,0,2.1649485,Matched (3)
arg_85,Argentina,0,Aceite,Aceite,2,ml,10/2/2024,1,30,0,OutOfStock,22,,11850,23700,,0,11400,3.9473684,2.1649485,Matched (3)
